movie,movie_id,guest_names,guest_ids,count
Body of Evidence,2149,['Michael Forest'],[1007561],1
Cast Away,8358,['Michael Forest'],[1007561],1
The Message,26842,"['Michael Forest', 'Michael Ansara']","[1007561, 16074]",2
Deep Space,27662,"['Michael Forest', 'Julie Newmar', 'Charles Napier']","[1007561, 15973, 16119]",3
Beast from Haunted Cave,40954,['Michael Forest'],[1007561],1
Atlas,29066,['Michael Forest'],[1007561],1
100 Rifles,37308,['Michael Forest'],[1007561],1
The Glory Guys,37377,['Michael Forest'],[1007561],1
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,85854,['Michael Forest'],[1007561],1
Ski Troop Attack,85857,['Michael Forest'],[1007561],1
Il cacciatore di squali,95103,['Michael Forest'],[1007561],1
I bandoleros della dodicesima ora,95998,['Michael Forest'],[1007561],1
Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,99332,"['Michael Forest', 'Fred Williamson']","[1007561, 9811]",2
Lo ammazzò come un cane... ma lui rideva ancora,153391,['Michael Forest'],[1007561],1
Deathwatch,232959,['Michael Forest'],[1007561],1
Valley of the Redwoods,268714,['Michael Forest'],[1007561],1
The Sweet Ride,280134,"['Michael Forest', 'Charles Dierkop', 'Warren Stevens']","[1007561, 15988, 12310]",3
Ettore lo fusto,238708,['Michael Forest'],[1007561],1
SF Shinseiki Lensman,25525,['Michael Forest'],[1007561],1
The Money Jungle,168281,"['Michael Forest', 'Leslie Parrish', 'Charles Drake']","[1007561, 14733, 15978]",3
The Deadly Mantis,43715,['Michael Forest'],[1007561],1
Troppo rischio per un uomo solo,195385,['Michael Forest'],[1007561],1
Mussolini: The Untold Story,275942,['Michael Forest'],[1007561],1
Border Shootout,166553,['Michael Forest'],[1007561],1
Le avventure e gli amori di Scaramouche,114644,['Michael Forest'],[1007561],1
King Kong Lives,31947,['Michael Forest'],[1007561],1
Mosby's Marauders,71264,['Michael Forest'],[1007561],1
The Last Rebel,151186,['Michael Forest'],[1007561],1
Man on Fire,4945,['Leslie Parrish'],[14733],1
Sex and the Single Girl,26817,['Leslie Parrish'],[14733],1
Li'l Abner,34662,"['Leslie Parrish', 'Julie Newmar']","[14733, 15973]",2
Missile to the Moon,43120,['Leslie Parrish'],[14733],1
The Giant Spider Invasion,39154,['Leslie Parrish'],[14733],1
Tank Battalion,102092,"['Leslie Parrish', 'BarBara Luna', 'Frank Gorshin']","[14733, 15950, 291]",3
Crash!,114013,"['Leslie Parrish', 'Reggie Nalder']","[14733, 15972]",2
The Devil's Eight,171853,['Leslie Parrish'],[14733],1
For Love or Money,242835,"['Leslie Parrish', 'William Windom', 'Julie Newmar']","[14733, 8499, 15973]",3
Hot Summer Night,87591,['Leslie Parrish'],[14733],1
Three on a Couch,38773,['Leslie Parrish'],[14733],1
A Man Called Peter,45136,['Leslie Parrish'],[14733],1
"Brother, Cry For Me",201184,['Leslie Parrish'],[14733],1
The Candy Man,405058,['Leslie Parrish'],[14733],1
Daddy Long Legs,33218,['Leslie Parrish'],[14733],1
Supervixens,5725,"['Garth Pillsbury', 'Charles Napier']","[45100, 16119]",2
Mistress of the Apes,101571,['Garth Pillsbury'],[45100],1
The Loch Ness Horror,97974,['Garth Pillsbury'],[45100],1
If You Don't Stop It...You'll Go Blind!!!,204090,['Garth Pillsbury'],[45100],1
Beyond the Valley of the Dolls,5722,"['Garth Pillsbury', 'Charles Napier']","[45100, 16119]",2
Can I Do It Till I Need Glasses?,5800,['Garth Pillsbury'],[45100],1
"Goodnight, Sweet Marilyn",99870,['Garth Pillsbury'],[45100],1
Ship of Fools,30080,"['BarBara Luna', 'Michael Dunn']","[15950, 16085]",2
The Devil at 4 O'Clock,31916,['BarBara Luna'],[15950],1
Five Weeks in a Balloon,42996,['BarBara Luna'],[15950],1
The Gatling Gun,61356,['BarBara Luna'],[15950],1
The Concrete Jungle,39457,['BarBara Luna'],[15950],1
The Hanged Man,87611,"['BarBara Luna', 'Sharon Acker']","[15950, 131274]",2
Dime with a Halo,183208,['BarBara Luna'],[15950],1
Synanon,113103,['BarBara Luna'],[15950],1
The Blue Angel,271561,['BarBara Luna'],[15950],1
Sebring,399794,['BarBara Luna'],[15950],1
The Velvet Vampire,29069,['Celeste Yarnall'],[15954],1
"Live a Little, Love a Little",18686,['Celeste Yarnall'],[15954],1
Beast of Blood,90315,['Celeste Yarnall'],[15954],1
Around the World Under the Sea,26158,['Celeste Yarnall'],[15954],1
Bob & Carol & Ted & Alice,26520,"['Celeste Yarnall', 'Lee Bergere']","[15954, 1214938]",2
Shrink Rap,427935,['Celeste Yarnall'],[15954],1
Midnight Kiss,450087,['Celeste Yarnall'],[15954],1
Skinwalker: Curse of the Shaman,276208,['Celeste Yarnall'],[15954],1
Ambition,296878,['Celeste Yarnall'],[15954],1
Magnum Force,10648,['David Soul'],[15956],1
Appointment with Death,4281,['David Soul'],[15956],1
Pentathlon,30526,['David Soul'],[15956],1
In the Line of Duty: The F.B.I. Murders,31362,['David Soul'],[15956],1
The Disappearance of Flight 412,37521,['David Soul'],[15956],1
Jerry Springer: The Opera,44823,['David Soul'],[15956],1
In the Cold of the Night,68119,['David Soul'],[15956],1
Puritan,80541,['David Soul'],[15956],1
The Hanoi Hilton,73091,['David Soul'],[15956],1
Filth,85889,['David Soul'],[15956],1
World War III,86575,['David Soul'],[15956],1
Terror in the Mall,121829,['David Soul'],[15956],1
Little Ladies of the Night,112194,"['David Soul', 'Vic Tayback']","[15956, 14069]",2
The Key to Rebecca,156527,['David Soul'],[15956],1
The Fifth Missile,147456,['David Soul'],[15956],1
Dogpound Shuffle,233905,['David Soul'],[15956],1
Starsky and Hutch,252962,['David Soul'],[15956],1
Swan Song,238240,['David Soul'],[15956],1
Harry's Hong Kong,238244,['David Soul'],[15956],1
The Stick Up,238246,['David Soul'],[15956],1
Through Naked Eyes,238247,"['David Soul', 'William Schallert']","[15956, 15992]",2
Homeward Bound,238250,"['David Soul', 'Jeff Corey']","[15956, 9596]",2
Perry Mason: The Case of the Fatal Framing,228257,['David Soul'],[15956],1
Mermaids: The Body Found,117124,['David Soul'],[15956],1
Prime Target,87164,['David Soul'],[15956],1
Il segreto del Sahara,31079,['David Soul'],[15956],1
Tabloid,152879,['David Soul'],[15956],1
The Bride in Black,437873,['David Soul'],[15956],1
"Owen Marshall, Counselor at Law",252869,['David Soul'],[15956],1
Starsky & Hutch,9384,"['David Soul', 'Fred Williamson']","[15956, 9811]",2
Grave Secrets: The Legacy of Hilltop Drive,70046,['David Soul'],[15956],1
Tides of War,469091,['David Soul'],[15956],1
Tora! Tora! Tora!,11165,['Keith Andes'],[15953],1
Clash by Night,24003,['Keith Andes'],[15953],1
Split Second,25549,['Keith Andes'],[15953],1
The Farmer's Daughter,43466,['Keith Andes'],[15953],1
Pillars of the Sky,39109,"['Keith Andes', 'Michael Ansara']","[15953, 16074]",2
Back from Eternity,46525,['Keith Andes'],[15953],1
Away All Boats,80775,['Keith Andes'],[15953],1
A Life at Stake,72242,"['Keith Andes', 'Charles Maxwell']","[15953, 34014]",2
Project X,120413,['Keith Andes'],[15953],1
Model for Murder,120416,['Keith Andes'],[15953],1
Damn Citizen,120418,['Keith Andes'],[15953],1
The Girl Most Likely,131753,['Keith Andes'],[15953],1
Surrender - Hell!,135228,['Keith Andes'],[15953],1
Interlude,165935,['Keith Andes'],[15953],1
The Ultimate Impostor,325467,['Keith Andes'],[15953],1
The Tattooed Police Horse,275384,['Keith Andes'],[15953],1
The Second Greatest Sex,295409,['Keith Andes'],[15953],1
Wanda the Sadistic Hypnotist,135369,['Richard Compton'],[15959],1
Sommersby,1049,['William Windom'],[8499],1
"Now You See Him, Now You Don't",24236,['William Windom'],[8499],1
Hour of the Gun,31658,"['William Windom', 'William Schallert', 'Steve Ihnat']","[8499, 15992, 16101]",3
Children of the Corn IV: The Gathering,25750,['William Windom'],[8499],1
She's Having a Baby,12714,['William Windom'],[8499],1
The Mephisto Waltz,40158,"['William Windom', 'Pamelyn Ferdin']","[8499, 16059]",2
The Detective,42636,['William Windom'],[8499],1
The Americanization of Emily,42791,['William Windom'],[8499],1
Pursuit,52825,['William Windom'],[8499],1
Attack of the 50 Ft. Woman,74629,['William Windom'],[8499],1
"Grandview, U.S.A.",84116,['William Windom'],[8499],1
Desperate Lives,86518,['William Windom'],[8499],1
Funland,87500,['William Windom'],[8499],1
Echoes of a Summer,87629,['William Windom'],[8499],1
Space Rage,125981,['William Windom'],[8499],1
Cattle King,112220,['William Windom'],[8499],1
Committed,148451,['William Windom'],[8499],1
Mean Dog Blues,138775,['William Windom'],[8499],1
The Angry Breed,182776,['William Windom'],[8499],1
A Taste of Evil,184804,['William Windom'],[8499],1
Escape,252854,"['William Windom', 'William Schallert']","[8499, 15992]",2
The Girls of Huntington House,252915,['William Windom'],[8499],1
A Great American Tragedy,219380,['William Windom'],[8499],1
Dead Aim,255333,['William Windom'],[8499],1
Uncle Buck,2616,['William Windom'],[8499],1
The Day the Earth Moved,142999,['William Windom'],[8499],1
House on Greenapple Road,284434,"['William Windom', 'Joanne Linville']","[8499, 16051]",2
Street Justice,110679,['William Windom'],[8499],1
Fools' Parade,65502,['William Windom'],[8499],1
Surviving: A Family in Crisis,183046,['William Windom'],[8499],1
Prince Jack,347585,['William Windom'],[8499],1
There Must Be a Pony,147694,['William Windom'],[8499],1
The Homecoming: A Christmas Story,56308,['William Windom'],[8499],1
Marriage: Year One,374562,['William Windom'],[8499],1
Fugitive X: Innocent Target,440358,['William Windom'],[8499],1
Last Plane Out,405264,['William Windom'],[8499],1
Separate Ways,54869,['William Windom'],[8499],1
True Crime,10354,['William Windom'],[8499],1
Prescription: Murder,360626,['William Windom'],[8499],1
Side Show,477581,['William Windom'],[8499],1
The Cincinnati Kid,886,"['Theo Marcuse', 'Ron Soble', 'Jeff Corey']","[45252, 161405, 9596]",3
The Desperate Women,5727,['Theo Marcuse'],[45252],1
Harum Scarum,7506,"['Theo Marcuse', 'Michael Ansara']","[45252, 16074]",2
Mara of the Wilderness,201163,['Theo Marcuse'],[45252],1
An Officer and a Gentleman,2623,['Elizabeth Rogers'],[132710],1
Grand Theft Auto,19731,['Elizabeth Rogers'],[132710],1
Big Jake,21717,"['Glenn Corbett', 'Gregg Palmer']","[15968, 16071]",2
The Crimson Kimono,27045,['Glenn Corbett'],[15968],1
Chisum,38765,['Glenn Corbett'],[15968],1
Man on a String,50378,['Glenn Corbett'],[15968],1
Nashville Girl,80656,['Glenn Corbett'],[15968],1
The Pirates of Blood River,58733,['Glenn Corbett'],[15968],1
The Fireball,59821,['Glenn Corbett'],[15968],1
The Mountain Road,102165,['Glenn Corbett'],[15968],1
All the Young Men,133715,['Glenn Corbett'],[15968],1
The Stranger,160799,"['Glenn Corbett', 'Sharon Acker']","[15968, 131274]",2
This Savage Land,252103,"['Glenn Corbett', 'Kathryn Hays']","[15968, 1089676]",2
Guns in the Heather,263439,['Glenn Corbett'],[15968],1
Tote Taube in der Beethovenstraße,276288,['Glenn Corbett'],[15968],1
Law of the Land,369474,['Glenn Corbett'],[15968],1
The Violent Years,56157,['Glenn Corbett'],[15968],1
Stunts Unlimited,427283,['Glenn Corbett'],[15968],1
Pretty Woman,114,['Elinor Donahue'],[1209],1
Freddy's Dead: The Final Nightmare,11284,['Elinor Donahue'],[1209],1
Doctors' Private Lives,352973,['Elinor Donahue'],[1209],1
The Father Knows Best Reunion,386284,"['Elinor Donahue', 'Jane Wyatt']","[1209, 2021]",2
The Unfinished Dance,98578,['Elinor Donahue'],[1209],1
Three Daring Daughters,128309,"['Elinor Donahue', 'Ian Wolfe']","[1209, 2782]",2
And Now Tomorrow,130411,"['Elinor Donahue', 'Anthony Caruso']","[1209, 16004]",2
Her First Romance,166326,['Elinor Donahue'],[1209],1
Mister Big,250827,['Elinor Donahue'],[1209],1
In Name Only,251922,['Elinor Donahue'],[1209],1
"Dr. Quinn, Medicine Woman: The Heart Within",45298,['Elinor Donahue'],[1209],1
Girls' Town,290285,['Elinor Donahue'],[1209],1
Tenth Avenue Angel,151211,['Elinor Donahue'],[1209],1
Winter Wonderland,54097,"['Elinor Donahue', 'Charles Drake']","[1209, 15978]",2
Love Is Better Than Ever,43362,['Elinor Donahue'],[1209],1
The Happy Years,108568,['Elinor Donahue'],[1209],1
Singing Guns,147862,"['Elinor Donahue', 'Jeff Corey']","[1209, 9596]",2
High School U.S.A.,38923,['Elinor Donahue'],[1209],1
My Blue Heaven,76011,"['Elinor Donahue', 'Jane Wyatt']","[1209, 2021]",2
Lucy & Desi: Before the Laughter,288914,['John Wheeler'],[1124088],1
Runaway Father,449651,['John Wheeler'],[1124088],1
Paint Your Wagon,20391,"[""William O'Connell"", 'Roy Jenson']","[15969, 12298]",2
The Dead Don't Die,29489,"[""William O'Connell"", 'Reggie Nalder']","[15969, 15972]",2
Big Bad Mama,45186,"[""William O'Connell""]",[15969],1
The Haunted,49396,"[""William O'Connell""]",[15969],1
The Incredible Shrinking Man,31682,"['Billy Curtis', 'William Schallert']","[102426, 15992]",2
The Terror of Tiny Town,31772,['Billy Curtis'],[102426],1
Eating Raoul,28940,['Billy Curtis'],[102426],1
Superman and the Mole-Men,41800,"['Billy Curtis', 'Beverly Washburn', 'Jeff Corey']","[102426, 15983, 9596]",3
Little Cigars,59228,"['Billy Curtis', 'Michael Pataki']","[102426, 15993]",2
Homicide for Three,150899,['Billy Curtis'],[102426],1
Emergency Landing,113744,['Billy Curtis'],[102426],1
Out of Sight,208130,['Billy Curtis'],[102426],1
Three Texas Steers,140908,['Billy Curtis'],[102426],1
Jungle Moon Men,220511,['Billy Curtis'],[102426],1
Don't Lie,343034,['Billy Curtis'],[102426],1
Planet of the Apes,871,"['Billy Curtis', 'James Daly']","[102426, 13259]",2
The Adventures of Super Pup,160702,['Billy Curtis'],[102426],1
April Showers,119003,['Billy Curtis'],[102426],1
"Tramp, Tramp, Tramp!",388740,['Billy Curtis'],[102426],1
Lucky Legs,433870,['Billy Curtis'],[102426],1
Snow White and the Seven Dwarfs,426960,['Billy Curtis'],[102426],1
Saboteur,31997,"['Billy Curtis', 'Ian Wolfe']","[102426, 2782]",2
Lost Horizon,3598,['Jane Wyatt'],[2021],1
Pitfall,25688,['Jane Wyatt'],[2021],1
Gentleman's Agreement,33667,['Jane Wyatt'],[2021],1
Task Force,61262,['Jane Wyatt'],[2021],1
Criminal Lawyer,44876,['Jane Wyatt'],[2021],1
Canadian Pacific,64378,['Jane Wyatt'],[2021],1
The Kansan,68094,['Jane Wyatt'],[2021],1
Boomerang!,18926,['Jane Wyatt'],[2021],1
None But the Lonely Heart,52362,['Jane Wyatt'],[2021],1
Weekend of Terror,95107,['Jane Wyatt'],[2021],1
Our Very Own,97332,['Jane Wyatt'],[2021],1
The Navy Comes Through,99674,['Jane Wyatt'],[2021],1
Buckskin Frontier,129974,['Jane Wyatt'],[2021],1
Great Expectations,170582,['Jane Wyatt'],[2021],1
Kisses for Breakfast,177077,['Jane Wyatt'],[2021],1
Never Too Late,177246,['Jane Wyatt'],[2021],1
Katherine,221135,['Jane Wyatt'],[2021],1
We're Only Human,218589,['Jane Wyatt'],[2021],1
You'll Never See Me Again,252923,['Jane Wyatt'],[2021],1
The Bachelor's Daughters,241019,['Jane Wyatt'],[2021],1
Weekend for Three,243534,['Jane Wyatt'],[2021],1
The Two Little Bears,243778,['Jane Wyatt'],[2021],1
Bad Boy,256118,['Jane Wyatt'],[2021],1
See How They Run,261217,['Jane Wyatt'],[2021],1
No Minor Vices,257688,['Jane Wyatt'],[2021],1
One More River,120974,['Jane Wyatt'],[2021],1
Amityville: The Evil Escapes,55377,['Jane Wyatt'],[2021],1
Superdome,264098,"['Jane Wyatt', 'Michael Pataki']","[2021, 15993]",2
Army Surgeon,316462,['Jane Wyatt'],[2021],1
Treasure of Matecumbe,63438,['Jane Wyatt'],[2021],1
The Nativity,293380,['Jane Wyatt'],[2021],1
Girl from God's Country,355573,['Jane Wyatt'],[2021],1
Hurricane Smith,355968,['Jane Wyatt'],[2021],1
The Silent Feminists: America's First Women Directors,357918,['Jane Wyatt'],[2021],1
Missing Children: A Mother's Story,358160,['Jane Wyatt'],[2021],1
A Love Affair: The Eleanor and Lou Gehrig Story,178817,['Jane Wyatt'],[2021],1
The Man Who Knew Too Much,574,['Reggie Nalder'],[15972],1
L'uccello dalle piume di cristallo,20345,['Reggie Nalder'],[15972],1
Hexen geschändet und zu Tode gequält,27489,['Reggie Nalder'],[15972],1
Hexen bis aufs Blut gequält,39931,['Reggie Nalder'],[15972],1
Le jour et l'heure,78222,['Reggie Nalder'],[15972],1
Adventures of Captain Fabian,119881,['Reggie Nalder'],[15972],1
Liane - Das Mädchen aus dem Urwald,96509,['Reggie Nalder'],[15972],1
Jericó,91807,['Reggie Nalder'],[15972],1
Blue Ice,398118,['Reggie Nalder'],[15972],1
Dracula Sucks,215746,['Reggie Nalder'],[15972],1
The Devil and Max Devlin,40866,['Reggie Nalder'],[15972],1
Imitation General,177294,['Tige Andrews'],[118508],1
Gypsy Angels,220406,['Tige Andrews'],[118508],1
The Weird World of Weird,395702,['Tige Andrews'],[118508],1
Skyway to Death,252953,['Tige Andrews'],[118508],1
The Naked Kiss,26031,['Michael Dante'],[15975],1
Willard,42532,['Michael Dante'],[15975],1
Missile X - Geheimauftrag Neutronenbombe,80669,['Michael Dante'],[15975],1
Cage,51463,['Michael Dante'],[15975],1
The Big Score,107007,"['Michael Dante', 'Fred Williamson']","[15975, 9811]",2
Fort Dobbs,126766,['Michael Dante'],[15975],1
Operation Bikini,142986,['Michael Dante'],[15975],1
Arizona Raiders,132939,['Michael Dante'],[15975],1
The Farmer,201593,['Michael Dante'],[15975],1
Somebody Up There Likes Me,28000,"['Michael Dante', 'Stanley Adams', 'Willard Sage']","[15975, 1947, 151846]",3
Return to the Batcave: The Misadventures of Adam and Burt,20776,"['Julie Newmar', 'Frank Gorshin', 'Lee Meriwether']","[15973, 291, 16108]",3
Ghosts Can't Do It,31281,['Julie Newmar'],[15973],1
Seven Brides for Seven Brothers,16563,"['Julie Newmar', 'Ian Wolfe']","[15973, 2782]",2
Evils of the Night,67642,['Julie Newmar'],[15973],1
Oblivion,49050,['Julie Newmar'],[15973],1
Oblivion 2: Backlash,80985,['Julie Newmar'],[15973],1
Hysterical,73626,['Julie Newmar'],[15973],1
Up Your Teddy Bear,124827,"['Julie Newmar', 'Angelique Pettyjohn', 'Valora Noland']","[15973, 98241, 16019]",3
The Marriage-Go-Round,109916,['Julie Newmar'],[15973],1
Reel Horror,194759,"['Julie Newmar', 'Vic Tayback']","[15973, 14069]",2
The Rookie,208650,['Julie Newmar'],[15973],1
Nudity Required,251414,['Julie Newmar'],[15973],1
Terraces,255808,['Julie Newmar'],[15973],1
Dance Academy,138852,['Julie Newmar'],[15973],1
She's Working Her Way Through College,139922,['Julie Newmar'],[15973],1
Streetwalkin',85598,['Julie Newmar'],[15973],1
The Band Wagon,29376,['Julie Newmar'],[15973],1
Love Scenes,165629,['Julie Newmar'],[15973],1
The Maltese Bippy,92716,['Julie Newmar'],[15973],1
Batman: Return of the Caped Crusaders,411736,['Julie Newmar'],[15973],1
Those Dastardly Desperados,421743,['Julie Newmar'],[15973],1
If... Dog... Rabbit,224538,['Julie Newmar'],[15973],1
Batman vs. Two-Face,464882,"['Julie Newmar', 'Lee Meriwether']","[15973, 16108]",2
"To Wong Foo, Thanks for Everything! Julie Newmar",9090,['Julie Newmar'],[15973],1
Dave,11566,['Sarah Marshall'],[124010],1
"The Long, Hot Summer",40085,['Sarah Marshall'],[124010],1
Bad Blood... the Hunger,126955,['Sarah Marshall'],[124010],1
Applause,173920,['Sarah Marshall'],[124010],1
French Silk,278931,['Sarah Marshall'],[124010],1
Wild and Wonderful,396277,['Sarah Marshall'],[124010],1
Ta mère !,374908,['Sarah Marshall'],[124010],1
Old Yeller,22660,['Beverly Washburn'],[15983],1
The Greatest Show on Earth,27191,['Beverly Washburn'],[15983],1
The Juggler,283329,['Beverly Washburn'],[15983],1
Here Comes the Groom,27629,"['Beverly Washburn', 'Ian Wolfe']","[15983, 2782]",2
When the World Came to San Francisco,414657,['Beverly Washburn'],[15983],1
Demon Haunt,301655,['Beverly Washburn'],[15983],1
Paranormal Extremes: Text Messages from the Dead,334753,['Beverly Washburn'],[15983],1
Valley of the Dolls,3055,['Charles Drake'],[15978],1
The Pretender,30196,['Charles Drake'],[15978],1
Harvey,11787,['Charles Drake'],[15978],1
The Man Who Came to Dinner,26319,['Charles Drake'],[15978],1
A Night in Casablanca,26940,['Charles Drake'],[15978],1
Winchester '73,14551,['Charles Drake'],[15978],1
War Arrow,60551,['Charles Drake'],[15978],1
All That Heaven Allows,43316,['Charles Drake'],[15978],1
Tammy Tell Me True,62392,['Charles Drake'],[15978],1
Air Force,15807,['Charles Drake'],[15978],1
To Hell and Back,16514,"['Charles Drake', 'Gregg Palmer']","[15978, 16071]",2
Female on the Beach,65014,['Charles Drake'],[15978],1
I Was a Shoplifter,66175,['Charles Drake'],[15978],1
The Glenn Miller Story,17729,['Charles Drake'],[15978],1
The Arrangement,48612,['Charles Drake'],[15978],1
It Came from Outer Space,19483,['Charles Drake'],[15978],1
The Price of Fear,51153,"['Charles Drake', 'Warren Stevens', 'Phillip Pine']","[15978, 12310, 16126]",3
No Name on the Bullet,51997,"['Charles Drake', 'Whit Bissell', 'Warren Stevens']","[15978, 13786, 12310]",3
The Treasure of Lost Canyon,53831,['Charles Drake'],[15978],1
Whistle Stop,55600,['Charles Drake'],[15978],1
Step Down to Terror,74912,['Charles Drake'],[15978],1
Comanche Territory,79101,['Charles Drake'],[15978],1
Bonzo Goes to College,101896,['Charles Drake'],[15978],1
Air Cadet,102033,['Charles Drake'],[15978],1
Busses Roar,99324,['Charles Drake'],[15978],1
Jeanne Eagels,142254,['Charles Drake'],[15978],1
Winning Your Wings,152237,['Charles Drake'],[15978],1
Gunsmoke,128851,['Charles Drake'],[15978],1
You Never Can Tell,113845,['Charles Drake'],[15978],1
The Red Ball Express,149895,"['Charles Drake', 'Gregg Palmer']","[15978, 16071]",2
The Lively Set,138411,['Charles Drake'],[15978],1
The Counterfeit Killer,170307,['Charles Drake'],[15978],1
Tarzan's Magic Fountain,206145,['Charles Drake'],[15978],1
"Scream, Pretty Peggy",206630,['Charles Drake'],[15978],1
The Lone Hand,176411,['Charles Drake'],[15978],1
Showdown,250865,"['Charles Drake', 'Skip Homeier']","[15978, 16017]",2
Four Guns to the Border,245305,['Charles Drake'],[15978],1
You Came Along,264575,['Charles Drake'],[15978],1
Nine Lives Are Not Enough,95124,['Charles Drake'],[15978],1
Career,289201,['Charles Drake'],[15978],1
Bullet Scars,252956,['Charles Drake'],[15978],1
Little Egypt,225093,['Charles Drake'],[15978],1
Walk the Proud Land,225958,"['Charles Drake', 'Anthony Caruso']","[15978, 16004]",2
"Now, Voyager",32847,"['Charles Drake', 'Ian Wolfe']","[15978, 2782]",2
My Brother's Wedding,91735,['Charles Drake'],[15978],1
The Hunchback of Notre Dame,31685,['Charles Drake'],[15978],1
The Tender Years,465462,['Charles Drake'],[15978],1
The Screaming Woman,134800,['Charles Drake'],[15978],1
"Hail, Hero!",277369,['Charles Drake'],[15978],1
Two for the Money,252970,['Stephen Brooks'],[1214922],1
The Young Savages,86616,['Pilar Seurat'],[151803],1
"Murder, Inc.",15375,['Joseph Bernard'],[126903],1
The Man Who Loved Women,69928,['Joseph Bernard'],[126903],1
Don't Just Stand There,259965,['Joseph Bernard'],[126903],1
Ice Station Zebra,17657,['Joseph Bernard'],[126903],1
Judgment at Nuremberg,821,"['Joseph Bernard', 'Rudy Solari']","[126903, 1214926]",2
The Granny,83414,['Joseph Bernard'],[126903],1
Messenger of Death,26172,"['Charles Dierkop', 'Jeff Corey']","[15988, 9596]",2
"Silent Night, Deadly Night",27414,['Charles Dierkop'],[15988],1
Forget Me Not,27588,['Charles Dierkop'],[15988],1
Angels Hard as They Come,29068,['Charles Dierkop'],[15988],1
Invisible Dad,44547,['Charles Dierkop'],[15988],1
Murder on the Yellow Brick Road,78316,['Charles Dierkop'],[15988],1
Banzai Runner,120068,['Charles Dierkop'],[15988],1
Grotesque,59744,['Charles Dierkop'],[15988],1
The Hot Box,97653,['Charles Dierkop'],[15988],1
Pound,99069,['Charles Dierkop'],[15988],1
Too Fast Too Young,412459,['Charles Dierkop'],[15988],1
Roots of Evil,55809,['Charles Dierkop'],[15988],1
Savage Harbor,155184,"['Charles Dierkop', 'Anthony Caruso']","[15988, 16004]",2
"Silent Night, Deadly Night Part 2",50719,['Charles Dierkop'],[15988],1
The Student Teachers,85970,['Charles Dierkop'],[15988],1
Nerds of a Feather,199981,['Charles Dierkop'],[15988],1
Star Virgin,5699,['Charles Dierkop'],[15988],1
Texas Lightning,154291,['Charles Dierkop'],[15988],1
The Midnighters,451515,['Charles Dierkop'],[15988],1
12 Angry Men,389,['John Fiedler'],[5247],1
The Fox and the Hound,10948,['John Fiedler'],[5247],1
The Odd Couple,11356,['John Fiedler'],[5247],1
Mickey's House of Villains,22643,['John Fiedler'],[5247],1
Winnie the Pooh and a Day for Eeyore,24926,['John Fiedler'],[5247],1
Robin Hood,11886,['John Fiedler'],[5247],1
Kronk's New Groove,13417,['John Fiedler'],[5247],1
Pooh's Heffalump Movie,13682,['John Fiedler'],[5247],1
Winnie the Pooh: A Very Merry Pooh Year,13706,['John Fiedler'],[5247],1
Deathmaster,28780,['John Fiedler'],[5247],1
Sharky's Machine,14664,['John Fiedler'],[5247],1
Pooh's Heffalump Halloween Movie,14885,['John Fiedler'],[5247],1
Pooh's Grand Adventure: The Search for Christopher Robin,14903,['John Fiedler'],[5247],1
The Tigger Movie,15655,['John Fiedler'],[5247],1
The Shaggy D.A.,15943,"['John Fiedler', 'Vic Tayback']","[5247, 14069]",2
Winnie the Pooh: Springtime with Roo,16394,['John Fiedler'],[5247],1
Midnight Madness,17971,['John Fiedler'],[5247],1
The Fortune,70259,"['John Fiedler', 'Ian Wolfe']","[5247, 2782]",2
Rascal,52012,['John Fiedler'],[5247],1
Stephen King's Golden Tales,460730,['John Fiedler'],[5247],1
Bad Ronald,56787,['John Fiedler'],[5247],1
Stage Struck,111910,['John Fiedler'],[5247],1
Who Is the Black Dahlia?,116645,['John Fiedler'],[5247],1
Human Feelings,135645,['John Fiedler'],[5247],1
Making It,209454,['John Fiedler'],[5247],1
Hitched,252862,['John Fiedler'],[5247],1
The World of Henry Orient,19662,['John Fiedler'],[5247],1
The Book of Pooh: Stories from the Heart,278644,['John Fiedler'],[5247],1
That Touch of Mink,12708,['John Fiedler'],[5247],1
Piglet's Big Movie,13691,['John Fiedler'],[5247],1
The Emperor's New Groove,11688,['John Fiedler'],[5247],1
Suppose They Gave a War and Nobody Came?,144910,['John Fiedler'],[5247],1
Shadow House,328963,['John Fiedler'],[5247],1
Winnie the Pooh and the Blustery Day,81310,['John Fiedler'],[5247],1
"Kiss Me, Stupid",53021,['John Fiedler'],[5247],1
Winnie the Pooh: A Valentine for You,76669,['John Fiedler'],[5247],1
A Winnie the Pooh Thanksgiving,357684,['John Fiedler'],[5247],1
A Raisin in the Sun,29478,['John Fiedler'],[5247],1
Joe Dancer II: The Monkey Mission,281406,['John Fiedler'],[5247],1
Harper Valley P.T.A.,113777,['John Fiedler'],[5247],1
If I Wasn't So Small,449312,['John Fiedler'],[5247],1
Winnie the Pooh & Christmas Too,80357,['John Fiedler'],[5247],1
The Cannonball Run,11286,['John Fiedler'],[5247],1
Will Penny,1676,"['William Schallert', 'Roy Jenson']","[15992, 12298]",2
Cry Terror!,4926,['William Schallert'],[15992],1
Shield for Murder,30034,['William Schallert'],[15992],1
Teachers,31601,['William Schallert'],[15992],1
