name,id_num,movies,movie_ids
David Opatoshu,15744,"['Exodus', 'Flash Gordon: The Greatest Adventure of All', 'The Defector', ""Who'll Stop the Rain"", 'Forced Vengeance', 'Party Girl', 'Enter Laughing', 'The Brothers Karamazov', 'Cimarron', 'Death of a Gunfighter', 'Tarzan and the Valley of Gold', 'One Spy Too Many', 'Beyond Evil', 'Fishke der Krumer', 'Guns of Darkness', 'The Goldbergs', 'In Search of Historic Jesus', 'Masada', 'Conspiracy of Terror', 'Under Siege', 'Americathon', 'Romance of a Horsethief', 'Francis Gary Powers: The True Story of the U-2 Spy Incident', 'Portrait: A Man Whose Name Was John']","[1941, 3679, 4529, 31941, 32065, 25633, 42693, 43138, 46623, 74333, 76081, 79466, 88410, 249451, 258037, 297138, 98132, 62818, 140425, 358075, 47819, 167286, 412510, 416090]"
Frank Overton,6838,"['Fail-Safe', 'To Kill a Mockingbird', 'Wild River', 'The Last Mile', 'Posse from Hell', 'Desire Under the Elms', 'The Dark at the Top of the Stairs', 'An American Girl', 'Claudelle Inglish', 'No Way Out']","[502, 595, 82311, 72002, 76868, 77960, 114875, 379208, 129165, 28433]"
Jill Ireland,15753,"[""Quelqu'un derrière la porte"", 'Hard Times', 'From Noon Till Three', 'Breakheart Pass', 'Breakout', 'Città violenta', 'The Valachi Papers', 'Le passager de la pluie', 'Death Wish 2', 'Cold Sweat', 'Love and Bullets', 'Hell Drivers', 'Raising the Wind', 'Villa Rides', 'Assassination', 'The Mechanic', 'Jungle Street', 'Valdez, il mezzosangue', 'So Evil, So Young', 'The Girl, the Gold Watch & Everything', 'Robbery Under Arms', 'Carry On Nurse', 'The Battleaxe', 'Girls of the Latin Quarter', 'Caught', 'Three Men in a Boat', ""There's Always a Thursday""]","[4679, 22094, 6476, 8043, 31671, 31672, 33357, 27889, 14373, 42358, 38082, 44940, 47834, 48564, 48686, 19403, 83472, 73984, 88061, 152423, 269519, 32107, 401156, 403700, 292062, 252746, 452368]"
Barry Russo,151491,"['Pay or Die!', 'Never Steal Anything Small', 'Follow That Dream']","[37083, 238786, 18643]"
Biff Elliot,41719,"['Good Morning Miss Dove', 'House of Bamboo', 'PT 109', 'Blood Bath', 'Destination Inner Space', 'I, the Jury', 'Pork Chop Hill', 'The Enemy Below', 'Save the Tiger', 'The True Story of Jesse James', 'The Navy vs. the Night Monsters', 'Cool Breeze', 'The Dark', 'The Hard Ride', 'The Wild McCullochs', 'Portrait of an Escort', 'Beyond Reason', 'Back to the Planet of the Apes', 'The Front Page', 'Kotch', 'Between Heaven and Hell']","[4809, 20942, 27858, 29070, 29297, 37184, 37305, 15876, 38714, 83354, 87120, 89656, 87706, 95028, 291861, 368508, 210993, 372284, 987, 76002, 84567]"
Brad Weston,15756,['Rough Night in Jericho'],[64963]
Ken Lynch,2652,"['North by Northwest', 'Dead Ringer', 'The Honeymoon Machine', 'I Married a Monster from Outer Space', 'The Bonnie Parker Story', 'Voice in the Mirror', 'Man or Gun', 'Seven Ways from Sundown', 'Dear Heart', 'Paratroop Command', 'The Dark at the Top of the Stairs', 'The Legend of Tom Dooley', 'Bad Charleston Charlie', 'Mister Buddwing', 'Portrait of a Mobster', 'W', 'Run Silent, Run Deep', 'Days of Wine and Roses', 'Anatomy of a Murder', 'Apache Rifles', 'Poor Devil', 'The Lawbreakers', 'Unwed Mother']","[213, 22543, 34768, 43117, 61669, 81441, 85515, 78550, 101226, 101274, 114875, 148855, 182780, 207681, 174239, 333125, 18784, 32488, 93, 155685, 338016, 332758, 126959]"
Victor Lundin,1090742,"['Robinson Crusoe on Mars', 'ReVamped', ""Ma Barker's Killer Brood"", 'The Theory of Everything']","[7348, 22822, 103185, 268021]"
George Sawaya,100799,"['The Black Sleep', ""The Devil's Rain"", 'Hands of a Stranger', 'Convict Stage', 'Fort Courageous', 'Batman', 'Drums of Africa', 'Hot Cars']","[28437, 38701, 114740, 189084, 292190, 2661, 278800, 38338]"
Peter Brocco,7074,"['Spartacus', 'Tales of Frankenstein', 'House by the River', 'Rogue Cop', 'Our Man Flint', 'The Prisoner of Zenda', 'Three Secrets', 'The Whip Hand', 'Johnny Got His Gun', 'Appointment With Murder', 'The Killing Kind', 'Search for Danger', 'The One and Only', 'Homebodies', 'The Bandits of Corsica', 'A Time For Dying', 'Woman in the Dark', 'Post Office Investigator', 'Then Came Bronson', 'Duffy of San Quentin', 'Mutiny', 'Alias Mr. Twilight', 'Roar of the Dragon', 'Gunmen of Abilene', ""One Flew Over the Cuckoo's Nest"", 'Another Part of the Forest', 'The War of the Roses', 'The Gunfighter', 'Some Kind of a Nut', 'Jekyll and Hyde ... Together Again', 'Peggy', 'Ma and Pa Kettle on Vacation', 'Invaders from Mars', 'Leben des Galilei', 'Black Patch', 'Throw Momma from the Train', 'Radar Men from the Moon', 'The Narrow Margin']","[967, 3203, 30014, 30036, 23728, 28431, 43394, 61138, 16328, 47633, 47678, 47741, 47901, 87897, 109810, 128848, 153193, 119476, 188189, 174278, 227296, 257123, 159216, 206413, 510, 382625, 249, 17409, 161076, 3028, 397884, 50694, 20424, 457220, 214602, 11896, 44608, 31713]"
John Abbott,24826,"['The Greatest Story Ever Told', 'Time Out Of Mind', 'Deception', 'The Jungle Book', 'Humoresque', 'Sherlock Holmes in New York', 'Mrs. Miniver', 'Gambit', 'The Mask of Dimitrios', 'Cry of the Werewolf', 'The Web', 'The Power of the Whistler', 'The Woman in White', 'End of the Road', 'The Falcon in Hollywood', 'Madame Bovary', 'Joan of Paris', 'Gigi', 'Crosswinds', 'A Hazard of Hearts', 'Pursuit to Algiers', 'Summer Storm', 'The Gorilla Man', ""The Vampire's Ghost"", 'The Saint In London', 'Thunder on the Hill', 'The Notorious Lone Wolf', 'Sideshow', '2000 Years Later', 'If Winter Comes', 'The Epic That Never Was', 'The Merry Widow', 'Secrets of Scotland Yard', 'Abroad with Two Yanks', 'Adventure Island', 'Omar Khayyam', ""Rogue's March"", 'Honeymoon Ahead', 'Ten Days in Paris', 'Smorgasbord', 'U-Boat Prisoner', 'London Blackout Murders', 'Rubber Racketeers', ""The Crime Doctor's Warning"", 'Anna and the King of Siam', 'Saratoga Trunk', 'Hangmen Also Die!', 'The Steel Lady', 'Three Guns for Texas', 'One More Tomorrow', 'The Cat Creature', 'Return of the Scarlet Pimpernel', 'The Conquest of the Air', 'This Man Is News', 'The Great Commandment', 'The Shanghai Gesture', 'Get Hep to Love', 'This Above All', 'Nightmare', 'The Cross of Lorraine', 'They Got Me Covered', 'Dangerous Blondes', 'Mission to Moscow', 'Once Upon a Time', 'Jane Eyre', 'A Thousand and One Nights', 'The Bandit Of Sherwood Forest', 'Thunder in the East', 'Sombrero', 'Public Pigeon No. 1', ""Who's Minding the Store?"", 'The Black Bird', 'Outside Chance', 'Slapstick (Of Another Kind)']","[2428, 340092, 25502, 9325, 26701, 27200, 27367, 28270, 35006, 35914, 29113, 29488, 37300, 61036, 44170, 45184, 45801, 17281, 66153, 48406, 50401, 81030, 52992, 91283, 74545, 77066, 100866, 111740, 129861, 147843, 168757, 185197, 188732, 189105, 221104, 210944, 330321, 334896, 367563, 36818, 388702, 141956, 266206, 84792, 43471, 46563, 22178, 21377, 280550, 295335, 152907, 207662, 190508, 259526, 327845, 42678, 99235, 110628, 176599, 78315, 141324, 90012, 161512, 67896, 22744, 90984, 110248, 185193, 229759, 325503, 42305, 91554, 222311, 83412]"
John Colicos,15765,"['The Postman Always Rings Twice', 'Anne of the Thousand Days', 'The Changeling', 'Scorpio', 'The Wrath of God', 'Breaking Point', 'The Windsor Protocol', 'Raid on Rommel', 'Phobia', 'Bond of Fear', 'Passport to Treason', 'Battlestar Galactica', ""Doctors' Wives"", 'War Drums', ""Tennessee Williams' South"", 'Breakaway', 'No Contest', 'Goodbye, Raggedy Ann', 'Red Sky At Morning', ""My Father's Shadow: The Sam Sheppard Story"", 'Battlestar Galactica: The Second Coming', 'Portrait: A Man Whose Name Was John', 'Shadow Dancing', 'Mission Galactica: The Cylon Attack', 'Conquest of the Earth']","[11027, 22522, 13550, 42738, 68247, 71320, 82665, 53657, 73354, 122195, 157102, 148980, 200236, 191583, 220501, 254490, 57848, 359362, 86945, 377626, 401033, 416090, 425444, 9640, 65288]"
Richard Derr,15772,"['American Gigolo', 'Castle in the Desert', 'Charlie Chan in Rio', 'When Worlds Collide', 'The Invisible Avenger', 'Terror Is a Man', 'Something to Live For', ""The Man Who Wouldn't Die"", 'Just Off Broadway', 'The Bride Goes Wild', 'The Secret Heart', 'Sex Hygiene', 'Three in the Attic', 'Guilty of Treason', 'Man at Large', 'Adam at Six A.M.', 'Ten Gentlemen From West Point', 'Firefox']","[2768, 29328, 38461, 16380, 74315, 100661, 103544, 106060, 106228, 107999, 263013, 89907, 42686, 341158, 95541, 121011, 218302, 10724]"
Janet MacLachlan,15375,"['The Thirteenth Floor', ""Murphy's Law"", 'Darker Than Amber', 'Halls of Anger', 'Uptight', 'The Man', 'Sound of Sunshine - Sound of Rain', 'For Us, the Living: The Story of Medgar Evers', 'Roll of Thunder, Hear my Cry', '...tick... tick... tick...', 'Dark Victory', 'Maurie', 'Sounder', 'Change of Mind', ""Thursday's Child"", 'My Last Love', ""Pinocchio's Revenge"", 'A Private Affair', 'Tracks of Glory']","[1090, 33055, 66466, 90722, 121971, 250093, 244438, 272240, 302710, 85255, 359356, 399405, 42489, 89574, 412251, 309570, 30926, 455717, 467470]"
Robert Brown,1214908,"['The Flame Barrier', 'The Last Hurrah', 'J.T.', 'Tower of London']","[115037, 359085, 416011, 43014]"
John Harmon,117771,"['Manpower', 'Conflict', 'Hitch Hike to Hell', 'The Naked Monster', 'The Lady Gambles', 'They Made Me a Killer', 'The Crooked Way', 'Below the Deadline', 'Adventures of Gallant Bess', 'Fall Guy', 'Dangerous Money', 'Homicide', 'Malibu High', 'After Midnight with Boston Blackie', 'Dangerously They Live', 'The Monster of Piedras Blancas', 'The 7th Commandment', 'Run for the Hills', 'I Was Framed', 'Streets of San Francisco', 'Call of the Canyon', 'A Tragedy At Midnight', 'Jack Slade', 'Exposed', 'The Missing Guest', 'The Black Doll', 'Whiplash', 'God Is My Partner', 'Buck Rogers', ""Devil's Island"", 'King of the Underworld', 'When Tomorrow Comes', 'The Escape', ""The Housekeeper's Daughter"", 'Charlie McCarthy, Detective', 'Arsène Lupin Returns', 'The Man from Bitter Ridge', 'Texas Across the River', 'Union Pacific', 'Gangs of Chicago', 'The Green Hornet', 'Monsieur Verdoux', 'Find the Blackmailer', 'Stranger on the Third Floor', 'The Way of All Flesh', 'Women Without Names', 'Honolulu Lu', 'Once More, My Darling', 'The Shepherd of the Hills', 'Bitter Creek', 'Tales of Robin Hood', 'Canyon River', 'Three Violent People', 'The Street Is My Beat', 'Strange Compulsion']","[23098, 26654, 29073, 29163, 36376, 60743, 37482, 61440, 37693, 44572, 38470, 65783, 66745, 69685, 71433, 90030, 120232, 120788, 122200, 128874, 134613, 182029, 235038, 255056, 198456, 269353, 84365, 320915, 248001, 30306, 27966, 165917, 320465, 222201, 248805, 127812, 210673, 52480, 43837, 371396, 250332, 30588, 74548, 29481, 415506, 255648, 388210, 217187, 43308, 275573, 460609, 205955, 75012, 445898, 208282]"
Hal Baylor,15781,"['A Boy and His Dog', 'Island in the Sky', 'Big Jim McLain', 'Dial 1119', 'The Crooked Way', 'Tobor the Great', 'Hot News', 'The Set-Up', 'Outlaw Treasure', 'The Burning Hills', 'The Sun Shines Bright', 'This Is My Love', 'Pickup on 101', 'Emperor of the North Pole', 'Evel Knievel', 'Sands of Iwo Jima']","[4917, 40577, 40715, 35957, 37482, 64071, 45678, 17218, 85063, 89079, 109539, 173619, 40473, 31943, 139324, 18712]"
Carey Loftin,12431,"['Duel', 'Patton', 'The Steel Jungle', 'Radio Patrol', ""Dick Tracy's G-Men"", 'Nick Carter, Master Detective', 'Spartacus', 'The Bank Dick', 'The Bank Dick', 'Rocky Mountain Rangers', 'Grand Ole Opry', 'Lost Planet Airmen', 'Flying Wild']","[839, 11202, 74861, 322631, 110699, 47404, 967, 911, 911, 192444, 260301, 115623, 87889]"
Howard Culver,1214910,"['Home Safe', 'The Black Whip', 'Halloween II']","[282088, 144548, 11281]"
Joan Collins,13637,"['The Flintstones in Viva Rock Vegas', 'The Big Sleep', 'Homework', ""If It's Tuesday, This Must Be Belgium"", 'Ellis in Glamourland', 'Joseph and the Amazing Technicolor Dreamcoat', 'The Road to Hong Kong', ""A Midwinter's Tale"", ""I Don't Want to Be Born"", 'Empire of the Ants', 'Tales That Witness Madness', 'Land of the Pharaohs', 'The Opposite Sex', 'The Virgin Queen', 'Island in the Sun', 'The Bravados', 'Seven Thieves', 'Cosh Boy', 'Tales from the Crypt', 'The Good Die Young', 'Fear in the Night', 'The Bitch', 'The Girl in the Red Velvet Swing', 'Poliziotto senza paura', 'The Square Ring', 'Le Cirque: A Table in Heaven', 'La congiuntura', 'These Old Broads', 'Revenge', 'Sea Wife', 'Warning Shot', 'The Stud', 'Dark Places', 'Up in the Cellar', 'Il richiamo del lupo', 'Cleopatra: The Film That Changed Hollywood', 'Turn the Key Softly', ""Rally 'Round the Flag, Boys!"", 'The Wayward Bus', 'Quest for Love', 'Alfie Darling', 'Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?', 'Stopover Tokyo', 'Sunburn', 'The Clandestine Marriage', 'Decameron Nights', 'Esther and the King', 'Nutcracker', 'Sweet Deception', 'The Executioner', 'Saving Santa', 'Our Girl Friday', 'Game For Vultures', 'Hart to Hart: Two Harts in 3/4 Time', ""L'arbitro"", 'Subterfuge', 'The Moneychangers', 'Making of a Male Model', 'Ozzie', 'The Dark, Krystle', 'The Cartier Affair', 'Tonight at 8.30', 'Annie: A Royal Adventure', 'Lady Godiva Rides Again', 'I Believe In You', ""Lo stato d'assedio"", 'Molly Moon and the Incredible Book of Hypnotism', ""The Woman's Angle"", ""The Golden Gong: The Story of Rank Films - British Cinema's Legendary Studio"", 'Christmas from Hollywood', 'Zero to Sixty', 'Monte Carlo', 'Star Trek: 30 Years and Beyond', 'The Bawdy Adventures of Tom Jones', 'Paper Dolls', 'From Beyond the Grave', 'Hansel and Gretel', 'The Time of Their Lives', 'Valentino: The Last Emperor', 'Absolutely Fabulous: The Movie']","[889, 1815, 30412, 11643, 24199, 24272, 31804, 40154, 28271, 42218, 42468, 42564, 43311, 43327, 37373, 61564, 64605, 38938, 38939, 47312, 39925, 50672, 82203, 90019, 74772, 84580, 94136, 59973, 87789, 79730, 88356, 120386, 120632, 126489, 127143, 143044, 143128, 111678, 152992, 114201, 155324, 131799, 134773, 118887, 158751, 139728, 168408, 197897, 214681, 224600, 238302, 249348, 257044, 253914, 257816, 260962, 265907, 272023, 159201, 285438, 281563, 292628, 21780, 344922, 222773, 357315, 350505, 362170, 272709, 253089, 193277, 381762, 53313, 278976, 411770, 48014, 404367, 442353, 22774, 372411]"
Byron Morrow,151482,"['Colossus: The Forbin Project', 'Brother on the Run', 'The Flying Misfits', 'Maryjane', 'The Girl in the Empty Grave', 'The Sting', 'Murder on Flight 502', '40 Guns to Apache Pass', 'Dark Mansions', 'The Stone Killer']","[14801, 260045, 292810, 104263, 203156, 9277, 108282, 38680, 433306, 26202]"
Celia Lovsky,15942,"['Foxfire', 'The Garment Jungle', 'Soylent Green', 'Chicago Deadline', 'New York Confidential', 'The Scarf', 'While the City Sleeps', ""The St. Valentine's Day Massacre"", 'The Gene Krupa Story', 'Man of a Thousand Faces', '36 Hours', 'Death of a Scoundrel', 'The Power', 'Make Haste to Live', 'The Last Time I Saw Paris', 'I, Mobster', 'Hitler', 'Crash Landing', 'Rumble on the Docks', 'Rhapsody', 'Trooper Hook', 'Captain Carey, U.S.A.', 'Me and the Colonel', 'Three Coins in the Fountain', 'The Greatest Story Ever Told', 'The Blue Gardenia', 'The Doomsday Flight', 'Sealed Verdict', 'Night Into Morning', 'The Big Heat']","[10231, 24468, 12101, 33923, 35958, 41591, 36786, 42702, 43108, 43234, 37684, 62804, 46015, 72769, 57575, 85855, 102155, 98271, 106042, 109898, 150095, 129529, 114060, 41503, 2428, 21594, 83814, 320853, 249567, 14580]"
Arlene Martel,152660,"['The Glass Cage', 'Eleanor, First Lady of the World', 'Angels from Hell', 'Chatterbox!', 'Unity', 'Star Trek: Of Gods And Men', ""Dracula's Dog""]","[253963, 266110, 89144, 58308, 345323, 18231, 26703]"
Roger Holloway,1214911,[],[]
Michael Forest,1007561,"['Body of Evidence', 'Cast Away', 'The Message', 'Deep Space', 'Beast from Haunted Cave', 'Atlas', '100 Rifles', 'The Glory Guys', 'The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent', 'Ski Troop Attack', 'Il cacciatore di squali', 'I bandoleros della dodicesima ora', ""Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s"", 'Lo ammazzò come un cane... ma lui rideva ancora', 'Deathwatch', 'A House Is Not a Home', 'Valley of the Redwoods', 'The Sweet Ride', 'Ettore lo fusto', 'SF Shinseiki Lensman', 'The Money Jungle', 'The Deadly Mantis', 'Troppo rischio per un uomo solo', 'Mussolini: The Untold Story', 'Border Shootout', 'Le avventure e gli amori di Scaramouche', 'King Kong Lives', ""Mosby's Marauders"", 'The Last Rebel']","[2149, 8358, 26842, 27662, 40954, 29066, 37308, 37377, 85854, 85857, 95103, 95998, 99332, 153391, 232959, 216661, 268714, 280134, 238708, 25525, 168281, 43715, 195385, 275942, 166553, 114644, 31947, 71264, 151186]"
Leslie Parrish,14733,"['The Manchurian Candidate', 'Man on Fire', 'Sex and the Single Girl', ""Li'l Abner"", 'Missile to the Moon', 'The Giant Spider Invasion', 'Tank Battalion', 'The Astral Factor', 'Crash!', ""The Devil's Eight"", 'Portrait of a Mobster', 'For Love or Money', 'Hot Summer Night', 'Three on a Couch', 'A Man Called Peter', 'The Money Jungle', 'Brother, Cry For Me', 'The Candy Man', 'Daddy Long Legs']","[982, 4945, 26817, 34662, 43120, 39154, 102092, 113337, 114013, 171853, 174239, 242835, 87591, 38773, 45136, 168281, 201184, 405058, 33218]"
Marc Daniels,1214557,[],[]
Garth Pillsbury,45100,"['Vixen!', 'Supervixens', 'Malibu High', 'Mistress of the Apes', 'The Loch Ness Horror', ""If You Don't Stop It...You'll Go Blind!!!"", 'Beyond the Valley of the Dolls', 'Can I Do It Till I Need Glasses?', 'Hughes and Harlow: Angels in Hell', 'Goodnight, Sweet Marilyn']","[5721, 5725, 66745, 101571, 97974, 204090, 5722, 5800, 98350, 99870]"
BarBara Luna,15950,"['Firecreek', 'Ship of Fools', ""The Devil at 4 O'Clock"", 'Five Weeks in a Balloon', 'The Gatling Gun', 'Cry Tough', 'The Concrete Jungle', 'The Hanged Man', 'Tank Battalion', 'Dime with a Halo', 'Mail Order Bride', 'Synanon', 'Winchester 73', 'The Blue Angel', 'Sebring', 'Che!']","[4934, 30080, 31916, 42996, 61356, 62671, 39457, 87611, 102092, 183208, 202941, 113103, 320919, 271561, 399794, 61411]"
Celeste Yarnall,15954,"['The Velvet Vampire', 'Live a Little, Love a Little', 'Beast of Blood', 'The Face of Eve', 'The Green Girl', 'Around the World Under the Sea', 'Unbelievable!!!!!', 'Star Trek: Of Gods And Men', 'Scorpio', 'Bob & Carol & Ted & Alice', 'Shrink Rap', 'The Mechanic', 'Midnight Kiss', 'Skinwalker: Curse of the Shaman', 'Ambition']","[29069, 18686, 90315, 125784, 286334, 26158, 329621, 18231, 42738, 26520, 427935, 19403, 450087, 276208, 296878]"
David Soul,15956,"['Magnum Force', 'Appointment with Death', 'Pentathlon', ""Salem's Lot"", 'In the Line of Duty: The F.B.I. Murders', 'The Disappearance of Flight 412', 'Jerry Springer: The Opera', 'In the Cold of the Night', 'Puritan', 'The Hanoi Hilton', 'Filth', 'World War III', 'Terror in the Mall', 'Little Ladies of the Night', 'The Key to Rebecca', 'The Fifth Missile', 'Dogpound Shuffle', 'Starsky and Hutch', 'Swan Song', ""Movin' On"", ""Harry's Hong Kong"", 'The Stick Up', 'Through Naked Eyes', 'Homeward Bound', 'Perry Mason: The Case of the Fatal Framing', 'Mermaids: The Body Found', 'Prime Target', 'Il segreto del Sahara', 'Tabloid', 'The Bride in Black', 'Owen Marshall, Counselor at Law', 'Starsky & Hutch', 'Grave Secrets: The Legacy of Hilltop Drive', 'Tides of War']","[10648, 4281, 30526, 11343, 31362, 37521, 44823, 68119, 80541, 73091, 85889, 86575, 121829, 112194, 156527, 147456, 233905, 252962, 238240, 238243, 238244, 238246, 238247, 238250, 228257, 117124, 87164, 31079, 152879, 437873, 252869, 9384, 70046, 469091]"
Keith Andes,15953,"['Tora! Tora! Tora!', 'Clash by Night', 'Split Second', ""Hell's Bloody Devils"", ""The Farmer's Daughter"", 'Pillars of the Sky', 'Back from Eternity', 'Away All Boats', 'A Life at Stake', 'Project X', 'Model for Murder', 'Damn Citizen', 'Blackbeard, the Pirate', 'The Girl Most Likely', 'Surrender - Hell!', 'Interlude', 'The Ultimate Impostor', 'The Tattooed Police Horse', 'The Second Greatest Sex']","[11165, 24003, 25549, 29417, 43466, 39109, 46525, 80775, 72242, 120413, 120416, 120418, 120509, 131753, 135228, 165935, 325467, 275384, 295409]"
Richard Compton,15959,['Wanda the Sadistic Hypnotist'],[135369]
William Windom,8499,"['To Kill a Mockingbird', 'Sommersby', 'Escape from the Planet of the Apes', ""Now You See Him, Now You Don't"", 'Hour of the Gun', 'Children of the Corn IV: The Gathering', 'Brewster McCloud', ""She's Having a Baby"", 'The Mephisto Waltz', 'The Detective', 'The Americanization of Emily', 'Pursuit', 'Attack of the 50 Ft. Woman', 'Grandview, U.S.A.', 'Desperate Lives', 'Funland', 'Echoes of a Summer', 'Space Rage', 'Assault on the Wayne', 'Cattle King', 'Committed', 'Mean Dog Blues', 'The Angry Breed', 'A Taste of Evil', 'The Man', 'Escape', 'The Girls of Huntington House', 'A Great American Tragedy', ""Leave 'em Laughing"", 'For Love or Money', 'Dead Aim', 'Uncle Buck', 'The Day the Earth Moved', ""One Man's Way"", 'House on Greenapple Road', 'Street Justice', ""Fools' Parade"", 'Surviving: A Family in Crisis', 'Prince Jack', 'There Must Be a Pony', 'The Homecoming: A Christmas Story', 'Marriage: Year One', 'Guilty or Innocent: The Sam Sheppard Murder Case', 'Fugitive X: Innocent Target', 'Last Plane Out', 'Separate Ways', 'True Crime', 'Prescription: Murder', 'Side Show']","[595, 1049, 1687, 24236, 31658, 25750, 26525, 12714, 40158, 42636, 42791, 52825, 74629, 84116, 86518, 87500, 87629, 125981, 142912, 112220, 148451, 138775, 182776, 184804, 250093, 252854, 252915, 219380, 254647, 242835, 255333, 2616, 142999, 278310, 284434, 110679, 65502, 183046, 347585, 147694, 56308, 374562, 412527, 440358, 405264, 54869, 10354, 360626, 477581]"
Theo Marcuse,45252,"['The Cincinnati Kid', 'The Desperate Women', 'Harum Scarum', 'Hitler', 'Mara of the Wilderness']","[886, 5727, 7506, 102155, 201163]"
Kay Elliot,1768221,[],[]
Rhea Andrece,1768220,[],[]
Alyce Andrece,1768219,[],[]
Richard Tatro,1768217,[],[]
Elizabeth Rogers,132710,"['An Officer and a Gentleman', 'Grand Theft Auto', 'The Towering Inferno']","[2623, 19731, 5919]"
Glenn Corbett,15968,"['Shenandoah', 'Big Jake', 'The Crimson Kimono', 'Homicidal', 'Chisum', 'Man on a String', 'Nashville Girl', 'The Pirates of Blood River', 'The Fireball', 'The Mountain Road', 'All the Young Men', 'The Stranger', 'This Savage Land', 'Guns in the Heather', 'Tote Taube in der Beethovenstraße', 'Ride in a Pink Car', 'Law of the Land', 'The Violent Years', 'Stunts Unlimited']","[21027, 21717, 27045, 29394, 38765, 50378, 80656, 58733, 59821, 102165, 133715, 160799, 252103, 263439, 276288, 341168, 369474, 56157, 427283]"
Elinor Donahue,1209,"['Pretty Woman', ""Freddy's Dead: The Final Nightmare"", ""Doctors' Private Lives"", 'The Father Knows Best Reunion', 'The Unfinished Dance', 'Three Daring Daughters', 'And Now Tomorrow', 'Her First Romance', 'Mister Big', 'In Name Only', 'Dr. Quinn, Medicine Woman: The Heart Within', ""Girls' Town"", 'Tenth Avenue Angel', 'Winter Wonderland', 'Love Is Better Than Ever', 'The Happy Years', 'Singing Guns', 'Girls Town', 'High School U.S.A.', 'My Blue Heaven']","[114, 11284, 352973, 386284, 98578, 128309, 130411, 166326, 250827, 251922, 45298, 290285, 151211, 54097, 43362, 108568, 147862, 43097, 38923, 76011]"
John Wheeler,1124088,"['Lucy & Desi: Before the Laughter', 'Runaway Father']","[288914, 449651]"
William O'Connell,15969,"['Paint Your Wagon', ""The Dead Don't Die"", 'Big Bad Mama', ""It's a Bikini World"", 'The Haunted']","[20391, 29489, 45186, 91063, 49396]"
Billy Curtis,102426,"['The Incredible Shrinking Man', 'High Plains Drifter', 'The Terror of Tiny Town', 'Eating Raoul', 'Superman and the Mole-Men', 'Little Cigars', 'Homicide for Three', 'Emergency Landing', 'Princess of the Nile', 'Out of Sight', 'The Wild McCullochs', 'Three Texas Steers', 'Jungle Moon Men', ""Don't Lie"", 'Planet of the Apes', 'The Adventures of Super Pup', 'April Showers', 'Tramp, Tramp, Tramp!', 'Norwood', 'Lucky Legs', 'Snow White and the Seven Dwarfs', 'Saboteur']","[31682, 11901, 31772, 28940, 41800, 59228, 150899, 113744, 200386, 208130, 291861, 140908, 220511, 343034, 871, 160702, 119003, 388740, 86373, 433870, 426960, 31997]"
Jane Wyatt,2021,"['Star Trek IV: The Voyage Home', 'Lost Horizon', 'House by the River', 'Pitfall', ""Gentleman's Agreement"", 'Task Force', 'Criminal Lawyer', 'Canadian Pacific', 'The Man Who Cheated Himself', 'The Kansan', 'Boomerang!', 'None But the Lonely Heart', 'Weekend of Terror', 'Our Very Own', 'The Navy Comes Through', 'Buckskin Frontier', 'Great Expectations', 'Kisses for Breakfast', 'Never Too Late', 'Katherine', ""We're Only Human"", ""You'll Never See Me Again"", ""The Bachelor's Daughters"", 'Weekend for Three', 'The Two Little Bears', 'Bad Boy', 'See How They Run', 'No Minor Vices', 'One More River', 'Amelia Earhart', 'Amityville: The Evil Escapes', 'My Blue Heaven', 'Superdome', 'Army Surgeon', 'Treasure of Matecumbe', 'The Nativity', ""Girl from God's Country"", 'Hurricane Smith', ""The Silent Feminists: America's First Women Directors"", ""Missing Children: A Mother's Story"", 'The Father Knows Best Reunion', 'A Love Affair: The Eleanor and Lou Gehrig Story']","[168, 3598, 30014, 25688, 33667, 61262, 44876, 64378, 38751, 68094, 18926, 52362, 95107, 97332, 99674, 129974, 170582, 177077, 177246, 221135, 218589, 252923, 241019, 243534, 243778, 256118, 261217, 257688, 120974, 266131, 55377, 76011, 264098, 316462, 63438, 293380, 355573, 355968, 357918, 358160, 386284, 178817]"
Reggie Nalder,15972,"['The Man Who Knew Too Much', ""L'uccello dalle piume di cristallo"", 'Hexen geschändet und zu Tode gequält', ""The Dead Don't Die"", 'Hexen bis aufs Blut gequält', ""Le jour et l'heure"", 'Adventures of Captain Fabian', 'Liane - Das Mädchen aus dem Urwald', 'Jericó', 'The Manchurian Candidate', ""Dracula's Dog"", 'Blue Ice', 'Crash!', 'Dracula Sucks', 'The Devil and Max Devlin']","[574, 20345, 27489, 29489, 39931, 78222, 119881, 96509, 91807, 982, 26703, 398118, 114013, 215746, 40866]"
Ben Gage,1214916,[],[]
Tige Andrews,118508,"['The Last Tycoon', 'Mister Roberts', 'Imitation General', 'Gypsy Angels', 'Until They Sail', 'The Weird World of Weird', 'Skyway to Death']","[37774, 37853, 177294, 220406, 108812, 395702, 252953]"
