name,id_num,movies,movie_ids
Barbara Bouchet,16021,"['Das Wetter in geschlossenen Räumen', 'Agent for H.A.R.M.', 'Casino Royale', 'La tarantola dal ventre nero', 'Milano Calibro 9', 'La dama rossa uccide sette volte', 'Paura: Lucio Fulci Remembered - Volume 1', 'Il debito coniugale', 'The Scarlet and the Black', ""L'anatra all'arancia"", 'Alla ricerca del piacere', 'The French Sex Murders', 'Sabato, domenica e venerdì', 'Spaghetti a mezzanotte', 'Non si sevizia un paperino', 'Butterfly Zone: il senso della farfalla', ""Come perdere una moglie e trovare un'amante"", 'Mari del sud', ""La moglie in vacanza, l'amante in città"", 'Danger Route', 'Finalmente le mille e una notte', 'Quelli che contano', ""L'uomo dagli occhi di ghiaccio"", 'Diamanti sporchi di sangue', 'Con la rabbia agli occhi', 'Le calde notti di Don Giovanni', 'Amore vuol dir gelosia', 'Colpo Rovente', 'Una cavalla tutta nuda', 'La calandria', 'Stoney', 'Un tipo con una faccia strana ti cerca per ucciderti', 'Tutti possono arricchire tranne i poveri', 'Travolto dagli affetti familiari', ""In Harm's Way"", 'Non commettere atti impuri', 'La svergognata', ""Forza 'G'"", 'Valeria dentro e fuori', 'Liquirizia', 'Gangs of New York', ""Trailer for a Remake of Gore Vidal's Caligula"", ""Perché non facciamo l' amore"", ""L'amica di mia madre"", 'Racconti proibiti... di niente vestiti', 'Το αγκίστρι', 'The Outsider - Il Cinema Di Antonio Margheriti', 'Crema cioccolato e pa...prika', 'Il tuo piacere è il mio', 'Per favore, occupati di Amelia', ""L'appuntamento"", 'Nokaut', 'Spogliamoci così, senza pudor...', 'Diamond Connection', 'La badessa di Castro', ""L'âne d'or"", 'Sweet Charity', 'Giallo?', 'Per le antiche scale', ""40 gradi all'ombra del lenzuolo"", 'Ізі', 'The Uneven Rome', 'Sono fotogenico', 'In Search of Fellini']","[378331, 31240, 12208, 26504, 40022, 40130, 29949, 62590, 44691, 64034, 64528, 39910, 67180, 48283, 49361, 68985, 81835, 73074, 73620, 85625, 101529, 104261, 105098, 105403, 114609, 201244, 207586, 188620, 251359, 226789, 249946, 86637, 257810, 290617, 37921, 292613, 293172, 293962, 294085, 296387, 3131, 308783, 311129, 327753, 261647, 278286, 336151, 350565, 393692, 418731, 419102, 225446, 2070, 284198, 124392, 433052, 42618, 479543, 105529, 214051, 466997, 467119, 75336, 446697]"
Lloyd Kino,1116836,"['Godzilla', '돌아오지 않는 해병', 'Seizure: The Story of Kathy Morris', 'Surf Party']","[929, 146949, 216167, 101286]"
Ed  McReady,1768816,[],[]
Irene Kelly,1754177,['Rock of Ages'],[80585]
Roy Jenson,12298,"['Chinatown', 'Will Penny', 'Paint Your Wagon', '5 Card Stud', 'The Getaway', 'Telefon', ""Bustin' Loose"", 'Breakheart Pass', 'Thunderbolt and Lightfoot', 'The Car', 'Soylent Green', 'Dillinger', 'Sometimes a Great Notion', 'The Ambushers', 'Any Which Way You Can', 'The Helicopter Spies', 'Westward the Women', 'Hit Lady', 'Brute Corps', 'Demonoid: Messenger of Death', 'Waterhole #3', 'Ride Lonesome', 'The Outfit', 'Deadly Stranger', 'Journey Through Rosebud', 'Journey Through Rosebud', 'The Glass House', 'Nightmare Honeymoon', 'Force Five', 'The Caine Mutiny', 'Harper', 'Tom Horn', 'Red Dawn', '99 and 44/100% Dead', 'Un extraño en la casa', '13 Ghosts', 'Powderkeg', 'Breakout', 'The Wind and the Lion', 'Helter Skelter']","[829, 1676, 20391, 4993, 5916, 22090, 31361, 8043, 8348, 24655, 12101, 28110, 40083, 36775, 17169, 79468, 101557, 98136, 102178, 103071, 54011, 27644, 26762, 172178, 279001, 279001, 242920, 98128, 388095, 10178, 26268, 5917, 1880, 52661, 447229, 29756, 272238, 31671, 14815, 17200]"
William Marshall,16028,"['Dinosaur Valley Girls', 'Blacula', 'Maverick', 'To Trap a Spy', 'The Boston Strangler', 'Sorceress', 'Scream Blacula Scream', 'Demetrius and the Gladiators', 'Something of Value', 'Zig Zag', ""Twilight's Last Gleaming"", 'Abby', 'Sabu and the Magic Ring', 'Othello', 'Lydia Bailey', ""Pee-Wee's Playhouse Christmas Special"", 'Skullduggery', 'The Great Skycopter Rescue', 'Honky', 'The Hell with Heroes', 'Vasectomy: A Delicate Matter', 'Amazon Women on the Moon']","[30505, 30566, 9359, 26357, 26690, 28529, 42466, 43332, 67521, 84496, 75938, 78075, 129967, 233756, 297594, 49041, 273554, 323696, 134186, 339678, 380705, 5709]"
Lois Jewell,1768817,[],[]
Ian Wolfe,2782,"['Rebel Without a Cause', 'THX 1138', 'The Lost World', 'Blondie', 'Dressed to Kill', 'Love Crazy', 'Pollyanna', 'On Dangerous Ground', 'Bedlam', 'Saboteur', 'Mr. Blandings Builds His Dream House', 'The Pearl of Death', 'The Scarlet Claw', ""The Invisible Man's Revenge"", 'Colorado Territory', 'Diary of a Madman', 'Moonfleet', '99 River Street', 'The Prince and the Pauper', 'Houdini', 'Witness for the Prosecution', 'The Barretts of Wimpole Street', 'Allegheny Uprising', 'The Captive City', 'The Falcon in Danger', 'They Live by Night', 'Seven Brides for Seven Brothers', ""The Falcon's Adventure"", 'The Raven', 'Julius Caesar', 'Reds', 'The Son of Monte Cristo', 'Julia Misbehaves', 'The Seniors', 'The Fortune', 'The Marauders', ""The Emperor's Candlesticks"", 'Checking Out', 'Games', 'Homebodies', 'The Actress', ""The Devil's Daughter"", 'About Mrs. Leslie', ""Hudson's Bay"", 'Gaby', 'Arsène Lupin Returns', 'The Petty Girl', 'The Earl of Chicago', 'Murder in the Blue Room', 'That Way With Women', 'The Leavenworth Case', 'Mask of the Avenger', 'Society Lawyer', 'The Bold Caballero', 'The Merry Monahans', 'Desire Me', 'Scandal at Scourie', 'The Searching Wind', 'The Man from Down Under', 'Adventure in Washington', 'Foreign Correspondent', ""You Can't Take It With You"", 'If Winter Comes', 'On Borrowed Time', 'The Fountain', ""One Man's Way"", 'The Wonderful World of the Brothers Grimm', 'The Brighton Strangler', 'The Terminal Man', 'Singapore Woman', 'Something for the Birds', 'The Devil Is Driving', 'Please Believe Me', 'The Mighty Barnum', 'Earthbound', 'Up the Academy', 'Secret Agent of Japan', 'Tell No Tales', 'The Devil Is a Sissy', 'The Great Commandment', 'The Judge Steps Out', 'Mr. Sycamore', 'Lincoln in the White House', 'The White Angel', 'Fast and Loose', 'Blondie Brings Up Baby', 'The Return of Doctor X', 'Now, Voyager', 'Tomorrow Is Forever', 'Without Reservations', 'Manhandled', 'Abe Lincoln in Illinois', 'No Way Out', 'Blonde Ransom', 'Mutiny on the Bounty', 'We Who Are Young', 'Three Daring Daughters', 'Here Comes the Groom', 'Government Girl', 'Confidential Agent', 'Eagle Squadron', ""Don't You Believe It"", 'The Younger Brothers', 'The Moon Is Down', 'Angel in Exile', 'The Silver Chalice', 'Mae West', 'The Verdict', 'The Mystery of the Riverboat', 'The Dark Side of the Earth', 'Zombies on Broadway', 'The White Cliffs of Dover', 'Dishonored Lady']","[221, 636, 2982, 3924, 20417, 20644, 31102, 31152, 24111, 31997, 32294, 33421, 33423, 28425, 28484, 29060, 29967, 36949, 37025, 43192, 37257, 43693, 43825, 62006, 44169, 44190, 16563, 47315, 17907, 18019, 18254, 80086, 69483, 50992, 70259, 51657, 53853, 54501, 76875, 87897, 98364, 98903, 120259, 141651, 110612, 127812, 146148, 116007, 149777, 136008, 205475, 174624, 198143, 215486, 218095, 235414, 226689, 242907, 245268, 248903, 25670, 34106, 147843, 40730, 263190, 278310, 28367, 109151, 32940, 283670, 291834, 293442, 85828, 99472, 297870, 33670, 319983, 120921, 88031, 327845, 332079, 281567, 342152, 292633, 179107, 3929, 3575, 32847, 44100, 33077, 36461, 43806, 28433, 380613, 12311, 394768, 128309, 27629, 73430, 160660, 97845, 417412, 129461, 113534, 191495, 65212, 266111, 35123, 255731, 462046, 30183, 52440, 33079]"
Rhodes Reason,16033,"['Crime Against Joe', 'Voodoo Island', 'Kingu Kongu no Gyakushū', 'Yellowstone Kelly', ""Cruisin' High"", 'The Big Fisherman', 'A Fever In The Blood', 'A Sensitive, Passionate Man', 'The Desperados Are in Town']","[35918, 38260, 39276, 72160, 122406, 193733, 119593, 360049, 460791]"
Gil Perkins,1214919,"['Batman', 'Nick Carter, Master Detective', ""Mummy's Boys"", 'Valley of the Dragons', 'Confessions of a Nazi Spy', 'Second Fiddle', 'Teenage Monster', 'Traffic with the Devil', 'Blackmail', 'The Nitwits', 'East of Eden', 'Spartacus', 'Raging Bull', 'Captains Courageous', 'Mutiny on the Bounty', 'Wildcat Bus', 'Twilight on the Rio Grande', 'Brave Warrior', 'The Steel Fist', 'Riders of Death Valley', 'Lost Flight']","[2661, 47404, 84454, 87966, 99920, 43835, 133907, 240422, 109714, 89978, 220, 967, 1578, 16515, 12311, 211651, 289988, 138140, 356176, 384395, 248738]"
William Smithers,16030,"['Trouble Man', 'Papillon', 'Attack', 'Deathsport', 'Scorpio', 'The Neon Ceiling', 'The Return of Frank Cannon']","[21949, 5924, 32087, 28735, 42738, 266188, 202973]"
Logan Ramsey,16031,"['Some Call It Loving', ""What's the Matter with Helen?"", 'Head', 'Busting', 'Pass the Ammo', 'The Hoodlum Priest', 'Final Chapter: Walking Tall', 'The Devil and Miss Sarah', 'Father Damien: The Leper Priest', 'The Wide World of Mystery: Night Train to Terror', 'Childish Things', 'The Last Day', 'The Beast Within']","[168228, 42530, 18193, 84209, 92383, 93892, 86651, 252880, 358833, 386099, 199311, 282662, 40219]"
Sheila Leighton,1563106,"['Girls Are for Loving', 'How Sweet It Is!']","[70235, 242097]"
Marj Dusay,16047,"['MacArthur', 'Breezy', 'Sweet November', 'A Chronicle of Corpses', 'Dead of Night: A Darkness at Blaisedon', 'Love Walked In', '少女小漁', 'Love Matters', 'Murder in Peyton Place', 'A Fire in the Sky', 'Daughters of Privilege', '1999 A.D.', 'Pendulum', 'Clambake']","[31037, 40374, 97936, 121399, 151725, 215373, 238845, 282904, 274441, 337883, 387725, 414750, 150338, 26299]"
Joanne Linville,16051,"['James Dean', 'The Goddess', 'The Seduction', 'House on Greenapple Road', 'Gable and Lombard', 'Scorpio', 'Secrets', 'From the Dead of Night']","[2141, 3081, 30038, 284434, 96696, 42738, 425279, 132447]"
Jack Donner,16052,"['Retro Puppet Master', 'Farm House', 'Soulkeeper', 'Cool Air', 'All About Evil', 'Johnny Mysto: Boy Wizard', 'Pirates of the Caribbean: Tales of the Code: Wedlocked', 'Anatomy of Deception', 'Night of the Templar', 'Star Trek: Of Gods And Men', 'The Night God Screamed', 'Four Christmases', 'Demon Under Glass', 'Escape from Hell Island', 'Exorcism']","[26960, 14866, 63188, 47286, 70448, 146813, 230652, 301297, 107334, 18231, 161692, 12193, 74019, 200966, 298547]"
Sabrina Scharf,131285,"['Hells Angels on Wheels', 'Easy Rider']","[33642, 624]"
Richard Hale,16055,"['Moonfleet', 'Friendly Persuasion', ""Badman's Territory"", 'Julius Caesar', 'The Miracle of Our Lady of Fatima', 'Short Cut to Hell', 'The Man with a Cloak', 'Canyon Crossroads', 'The Diamond Queen', 'The Law and the Lady', 'The Man Who Dared', 'Caribbean', 'A Star Shall Rise', ""Rogue's March"", 'To Kill a Mockingbird', 'Kim', 'The Other Love', 'Soldiers Three', 'San Antone', ""All the King's Men"", 'Ben-Hur', 'The Girl in the Case', 'Tower of London', 'Abilene Town', 'Red Garters', 'Angels in the Outfield', 'The Desert Hawk', 'Evil Town', 'Dr. Shagetz', ""The Devil's Mask""]","[29967, 43258, 38807, 18019, 49616, 51555, 83664, 91910, 184351, 235416, 257085, 207300, 308764, 330321, 595, 110465, 140090, 193015, 344585, 25430, 665, 388920, 43014, 22349, 156566, 45588, 184202, 200639, 446297, 48795]"
Rudy Solari,1214926,"[""The Boss' Son"", 'Judgment at Nuremberg', 'Kings of the Sun']","[464946, 821, 80027]"
Craig Huxley,1214909,[],[]
Brian Tochi,16060,"['Teenage Mutant Ninja Turtles', 'The Omega Man', 'The Lion King', 'Revenge of the Nerds', 'Stitches', 'The Silent Force', 'Police Academy 3: Back in Training', 'Police Academy 4: Citizens on Patrol', 'Teenage Mutant Ninja Turtles III', 'Teenage Mutant Ninja Turtles II: The Secret of the Ooze', 'The Iron Giant', 'Revenge of the Nerds III: The Next Generation', 'Revenge of the Nerds IV: Nerds In Love', 'Fight Club']","[1498, 11234, 8587, 14052, 84724, 151007, 12118, 10587, 1499, 1497, 10386, 18543, 21029, 550]"
Pamelyn Ferdin,16059,"['The Beguiled', 'The Toolbox Murders', ""Charlotte's Web"", 'A Boy Named Charlie Brown', 'Happy Birthday, Wanda June', ""Heidi's Song"", 'The Cat in the Hat', 'It Was a Short Summer, Charlie Brown', 'Play It Again, Charlie Brown', 'The Mephisto Waltz', 'Oliver and the Artful Dodger', 'Smoke', 'The Christine Jorgensen Story', 'Daughter of the Mind']","[31906, 27495, 15171, 15374, 69218, 56827, 43580, 52955, 55443, 40158, 400656, 206354, 94551, 42462]"
Melvin Belli,1436,"['The Rolling Stones: Gimme Shelter', 'Lady of the House', 'Wild in the Streets']","[132, 359081, 42688]"
David Frankham,16063,"['One Hundred and One Dalmatians', 'Tales of Terror', 'Return of the Fly', 'Master of the World', 'King Rat']","[12230, 29074, 38126, 72693, 29586]"
Bonnie Beecher,1768643,[],[]
Rex Holman,16066,"['The Outlaws Is Coming', 'Panic in Year Zero!', 'The Hindenburg', ""Your Cheatin' Heart"", 'The Choppers', 'The Quick Gun', 'When the North Wind Blows', '13 Fighting Men', 'The Cool Ones', 'Napoleon and Samantha', 'The Last Day', 'Young Jesse James']","[30798, 27568, 17599, 76283, 114214, 125589, 250188, 359195, 170517, 42486, 282662, 175153]"
Ron Soble,161405,"['The Cincinnati Kid', 'True Grit', 'The Daughters of Joshua Cabe', 'Gun Fight', 'The Mystic Warrior', 'Walk Tall', 'Papillon', 'The Beast Within']","[886, 17529, 150807, 169583, 288617, 345784, 5924, 40219]"
Bill Zuckert,16070,"['Seems Like Old Times', 'Under the Gun', 'Critters 3', 'There Was a Little Boy', 'California Gold Rush', ""Secrets of the Pirate's Inn"", 'How To Frame A Figg']","[28124, 291908, 12702, 113890, 225422, 321213, 44157]"
Gregg Palmer,16071,"['Big Jake', 'The Shootist', 'Magnificent Obsession', ""The Man With Bogart's Face"", 'Zombies of Mora Tau', 'The McKenzie Break', 'The Battle at Apache Pass', 'Most Dangerous Man Alive', 'To Hell and Back', 'Footsteps in the Night', 'The Creature Walks Among Us', 'Taza, Son of Cochise', 'From Hell It Came', 'The Cat Burglar', 'Revolt at Fort Laramie', 'Sally and Saint Anne', 'The Rebel Set', 'Ci risiamo, vero Provvidenza?', 'La vita, a volte, è molto dura, vero Provvidenza?', 'The Red Ball Express', 'Column South', ""Mongo's Back in Town"", 'The Female Animal', 'The Sad Horse', 'Gun Fight', 'The All American', 'Scream', '40 Pounds of Trouble', 'The Undefeated', 'Five Guns to Tombstone', 'The Quick Gun', 'The Veils of Bagdad', 'Francis Goes to West Point', 'Menace on the Mountain', 'Hilda Crane', 'It Happens Every Thursday', 'The Raiders', 'The Redhead from Wyoming', 'True Grit: A Further Adventure']","[21717, 12584, 13457, 36460, 38120, 45398, 38682, 64276, 16514, 46449, 39408, 81417, 84058, 84766, 102966, 111028, 127186, 127620, 112563, 149895, 164561, 191278, 254002, 243497, 169583, 259298, 85191, 42990, 18972, 223147, 125589, 413235, 88677, 103801, 130933, 219730, 326060, 77645, 108807]"
Charles Maxwell,34014,"['Finger Man', 'A Life at Stake']","[46410, 72242]"
Susan Howard Chrane,1212314,[],[]
Michael Ansara,16074,"['Voyage to the Bottom of the Sea', 'The Greatest Story Ever Told', 'The Comancheros', 'Harum Scarum', 'Guns of the Magnificent Seven', 'Abbott and Costello Meet the Mummy', 'The Message', ""It's Alive"", 'The Manitou', 'The Robe', 'Batman & Mr. Freeze: SubZero', 'New Orleans Uncensored', 'Batman Beyond: The Movie', 'Day of the Animals', 'Pillars of the Sky', 'Intrigue', 'Texas Across the River', 'Yankee Buccaneer', 'The Doll Squad', 'Knights Of The City', 'The Lone Ranger', 'The Bandits of Corsica', 'The Tall Stranger', 'Long Road Home', 'Serpent of the Nile', 'Johnny Mysto: Boy Wizard', 'Daring Game', 'Quantez', 'Sol Madrid', 'The Phynx', 'Princess of the Nile', 'The Diamond Queen', 'Gun Brothers', 'The Golden Hawk', 'The Pink Jungle', 'Bannerline', 'The Destructors', 'Access Code', 'The Bears and I', 'Dear Dead Delilah', 'The Egyptian', 'The Confession', 'The Fantastic World of D.C. Collins', 'Soldiers Three', 'KGB: The Secret War', 'Slaves of Babylon', 'The Saracen Blade', 'Three Young Texans', 'Stand Up and Be Counted', 'Julius Caesar', 'Only the Valiant', 'Powderkeg', 'The Desert Hawk', 'Brave Warrior', 'Bengal Brigade', 'Ordeal']","[2160, 2428, 30462, 7506, 12625, 26661, 26842, 28153, 40060, 29912, 15805, 44934, 64202, 64976, 39109, 66152, 52480, 91644, 94752, 105053, 108266, 109810, 113697, 114533, 114771, 146813, 117507, 138373, 139328, 139718, 200386, 184351, 185151, 177440, 233204, 236583, 247443, 266159, 103698, 113382, 24973, 313321, 281171, 193015, 342609, 350806, 365115, 239149, 421229, 18019, 56597, 272238, 184202, 138140, 210674, 251354]"
Katherine Woodville,44687,"[""Where's Willie?"", 'Posse', 'The Rhinemann Exchange', ""The Party's Over"", 'The Brigand of Kandahar', 'The Wild and the Willing', 'The Informers', 'Extreme Close-Up', 'The Clue of the New Pin', 'Fear No Evil', 'The Aquarians']","[5661, 45874, 46399, 41830, 82811, 257181, 284440, 231195, 314968, 284249, 457035]"
Liam Sullivan,16086,"['The Magic Sword', 'What Waits Below', 'Wisdom', ""One Man's Way"", 'A Death in California', 'Particular Men', 'That Darn Cat!']","[26643, 28867, 41090, 278310, 358086, 286946, 20723]"
Michael Dunn,16085,"['Il castello delle donne maledette', 'Madigan', 'Ship of Fools', 'The Mutations', 'No Way to Treat a Lady', ""You're a Big Boy Now"", ""Edgar Allan Poe's Murders in the Rue Morgue"", 'Boom!', 'Kampf um Rom – 1. Teil', 'La loba y la Paloma', 'Goodnight, My Love', 'Kampf um Rom Collection', 'The Abdication', 'Kampf um Rom II - Der Verrat']","[3159, 4931, 30080, 30929, 42633, 42728, 63512, 85765, 217497, 258923, 252942, 217499, 15478, 471103]"
Geoffrey Binney,106664,"['Raw Force', 'Hot Potato', 'Battlestar Galactica']","[30644, 46839, 148980]"
Kathie Browne,16090,"['Brainstorm', 'City of Fear', 'Murder by Contract', 'Hondo and the Apaches', 'The Brass Bottle', 'The Underwater City', ""Happy Mother's Day, Love George""]","[28497, 37942, 18930, 150486, 63083, 116405, 113132]"
Jason Evers,16089,"['Escape from the Planet of the Apes', ""Tarzan's Jungle Rebellion"", 'The Illustrated Man', ""The Brain That Wouldn't Die"", 'Basket Case 2', 'A Piece of the Action', 'Barracuda', 'Fer-de-Lance', 'P.J.', 'Claws', 'The Young Lawyers', 'House of Women']","[1687, 5033, 25874, 33468, 27815, 29493, 29957, 120330, 188846, 213207, 254876, 117969]"
Willard Sage,151846,"['Colossus: The Forbin Project', 'Dragnet', ""It's a Dog's Life"", 'Somebody Up There Likes Me', 'Niagara', 'The Brass Legend']","[14801, 43334, 202198, 28000, 19997, 130100]"
Davis Roberts,49939,"['From Noon Till Three', ""God's Little Acre"", 'The Long Night', 'Female Jungle', 'Demon Seed', 'The First 36 Hours of Dr. Durant', 'The Lion Hunters', 'The Chase', 'Westworld', 'The Gifted']","[6476, 37079, 44626, 46401, 18775, 252725, 252886, 31602, 2362, 251675]"
Alan Bergman,1244929,[],[]
Kathryn Hays,1089676,"['Yuma', 'Counterpoint', 'This Savage Land', 'Ride Beyond Vengeance', 'Breakout']","[76837, 169962, 252103, 101308, 384119]"
Jason Wingreen,151529,"['A Guide for the Married Man', 'Malice in Wonderland', 'The Last Child', 'Miracle on 34th Street', 'The Empire Strikes Back', 'Outrage', 'LA 2017']","[4932, 220412, 219398, 252539, 1891, 103432, 466275]"
Tony Young,161297,"['Guyana: Crime of the Century', 'Act of Vengeance', 'Chrome and Hot Leather', 'A Man Called Sledge', 'Policewomen', 'Superchick', 'Taggart', 'He Rides Tall', 'Charro!']","[28354, 66765, 69150, 70387, 90590, 86501, 118259, 211091, 18688]"
Jay Robinson,16097,"['The Malibu Bikini Shop', 'Big Top Pee-wee', 'Dracula', 'Shampoo', ""The Man With Bogart's Face"", 'The Robe', 'The Virgin Queen', 'Demetrius and the Gladiators', 'Three the Hard Way', 'Ghost Ship', 'Tell Me In The Sunlight', 'The Wild Party', 'Partners', 'My Man Godfrey', 'Transylvania Twist', 'This Is a Hijack', 'Skeeter', 'Born Again', ""Bunny O'Hare"", 'Farewell to the Planet of the Apes', 'The Sword and the Sorcerer', 'Othello']","[30296, 30502, 6114, 31121, 36460, 29912, 43327, 43332, 63340, 70173, 85524, 118549, 72340, 52470, 92787, 281249, 87517, 374942, 88179, 385733, 13945, 233756]"
Victor Brandt,153606,"['Zuma Beach', 'The Head Mistress', 'Criminal Act', 'Metalocalypse: The Doomstar Requiem', ""Avatar: The Last Airbender - Sozin's Comet"", 'Unlawful Entry', 'The Case of the Hillside Stranglers', 'Deadly Intentions']","[81402, 92774, 354401, 328407, 446671, 17494, 238760, 413462]"
Lee Duncan,1214925,"['Hollywood Cavalcade', 'The Mack']","[51386, 29515]"
Dick Durock,82507,"['Silverado', 'Swamp Thing', 'The Return of Swamp Thing', 'Remote Control', 'Bail Out', 'Raw Deal', 'The Dark Secret of Harvest Home']","[11509, 17918, 19142, 60410, 42392, 2099, 461473]"
France Nuyen,16096,"['Battle for the Planet of the Apes', 'The Horror at 37,000 Feet', 'South Pacific', 'The Joy Luck Club', 'Dimension 5', 'One More Train to Rob', 'Man in the Middle', 'Satan Never Sleeps', 'Diamond Head', 'Code Name: Diamond Head', 'A Girl Named Tamiko', 'The Big Game', 'The Last Time I Saw Archie', 'China Cry: A True Story', 'In Love and War', 'A Smile Like Yours']","[1705, 29075, 17352, 19931, 52516, 142148, 111752, 144326, 119052, 186584, 173654, 277400, 96912, 275477, 142339, 33657]"
Steve Ihnat,16101,"['Madigan', 'Fuzz', 'In Like Flint', 'Hour of the Gun', 'Countdown', 'Zig Zag', 'Kona Coast', 'Sweet, Sweet Rachel', 'The Chase', 'Strike Me Deadly', 'Dragstrip Riot']","[4931, 4986, 24130, 31658, 27441, 84496, 111999, 185406, 31602, 186582, 191804]"
Yvonne Craig,16102,"['In Like Flint', 'Mars Needs Women', ""It Happened at the World's Fair"", ""Kissin' Cousins"", 'Gidget', 'The Gene Krupa Story', 'The Young Land', 'Olivia', 'Ski Party', 'Seven Women from Hell', 'One Spy Too Many', 'High Time', 'By Love Possessed', 'One of Our Spies Is Missing', 'How To Frame A Figg', 'Batgirl', 'Ballets Russes', 'Quick Before It Melts', ""Diggin' Up Business"", 'Eighteen and Anxious']","[24130, 24563, 8745, 42783, 43096, 43108, 18447, 51421, 76286, 93767, 79466, 104602, 146915, 133978, 44157, 65585, 138178, 146958, 415849, 208462]"
Keye Luke,16103,"['Gremlins', 'Gremlins 2: The New Batch', ""Nobody's Perfect"", 'Phantom of Chinatown', 'Alice', 'Charlie Chan at the Olympics', 'Just You and Me, Kid', 'Charlie Chan at the Circus', 'Charlie Chan at the Race Track', 'Charlie Chan in Paris', 'Charlie Chan in Shanghai', 'Charlie Chan at the Opera', 'Mad Love', 'Invisible Agent', 'World for Ransom', ""Hell's Half Acre"", 'Project X', 'Yangtse Incident: The Story of H.M.S. Amethyst', ""The Falcon's Brother"", 'Bowery Blitzkrieg', 'Charlie Chan on Broadway', 'Charlie Chan at Monte Carlo', 'Kung Fu: The Movie', 'The Feathered Serpent', 'Sleep, My Love', 'The Hawaiians', ""Mr. Moto's Gamble"", ""Dr. Gillespie's Criminal Case"", 'A Yank on the Burma Road', 'First Yank Into Tokyo', 'Waterfront at Midnight', 'South Sea Woman', 'No Hands on the Clock', 'The Cat Creature', 'Destination Unknown', 'A Tragedy At Midnight', '3 Men in White', 'Secret Agent X-9', ""Dr. Gillespie's New Assistant"", 'Keye Luke', 'Judge Dee and the Monastery Murders', 'The Bamboo Prison', 'Lost City of the Jungle', 'Sued For Libel', 'International Settlement', ""The Gang's All Here"", 'Between Two Women', 'Barricade', 'Across the Pacific', 'The Amsterdam Kill', ""Let's Go Collegiate"", ""Somewhere I'll Find You"", 'Dark Delusion', 'The Last Electric Knight', 'The Painted Veil', 'Shanghai', 'The Mighty Quinn', 'Blade in Hong Kong', 'Gigantis the Fire Monster', 'Oil For The Lamps Of China', 'Kung Fu', 'Dead Heat', 'Murder in the Fleet', 'Manhandled', 'Tokyo Rose', 'The Green Hornet', 'The Green Hornet Strikes Again!', 'Burma Convoy', 'North of Shanghai', 'North to the Klondike', 'Spy Ship', ""Andy Hardy's Blonde Trouble"", ""Here's to Romance"", 'The Good Earth', 'No, No, Nanette', 'Comrade X', 'Wildcat Bus', 'The Sky Dragon', 'A Fine Mess', 'Salute to the Marines', 'Noon Sunday', 'The Nightingale', 'Around the World in Eighty Days', 'The Chairman', 'Disputed Passage', 'Love Is a Many-Splendored Thing', ""The Adventures of Smilin' Jack"", 'How DOooo You Do']","[927, 928, 258131, 23298, 8217, 25148, 26328, 33386, 33387, 33393, 33395, 28044, 28261, 28426, 28661, 40872, 29398, 37604, 44174, 38347, 38454, 38455, 48290, 90956, 74525, 85290, 59584, 96655, 97225, 98242, 121346, 110116, 126263, 152907, 136127, 182029, 200454, 165770, 183190, 204138, 204555, 198585, 211820, 199554, 216392, 223894, 239228, 245047, 18790, 97870, 270201, 65553, 308486, 315616, 82096, 119795, 31004, 328874, 329237, 234136, 370843, 40095, 244420, 36461, 371672, 250332, 106353, 380485, 387118, 359009, 100443, 92848, 409210, 36652, 413232, 32194, 211651, 90955, 48609, 100900, 97561, 419761, 2897, 107353, 131462, 53879, 271801, 441940]"
