Movie,count,guest_ids,guest_names,movie_id
Boomerang!,1,[2021],['Jane Wyatt'],18926
Ernest Goes to Jail,1,[16119],['Charles Napier'],18943
Love at First Bite,1,[15993],['Michael Pataki'],18966
My Friend Flicka,1,[9596],['Jeff Corey'],18992
100 Women,1,[15661],['Clint Howard'],20648
Whore,1,[15719],['Charles Macaulay'],20712
You Can't Hurry Love,1,[9805],['Sally Kellerman'],20780
Seven Days in May,1,[13786],['Whit Bissell'],23518
Carter's Army,1,[90520],['Susan Oliver'],22739
Jane Eyre,1,[24826],['John Abbott'],22744
Valentino: The Last Emperor,1,[13637],['Joan Collins'],22774
The Big Bird Cage,1,[5695],['Sid Haig'],22910
The Fighting Seabees,1,[8496],['Paul Fix'],22994
Manpower,1,[117771],['John Harmon'],23098
The Undercover Man,1,[16004],['Anthony Caruso'],23189
The Hallelujah Trail,1,[13786],['Whit Bissell'],23194
Nancy Drew... Reporter,1,[101742],['Leonard Mudie'],23280
Phantom of Chinatown,1,[16103],['Keye Luke'],23298
Which Way Is Up?,1,[13869],['Morgan Woodward'],23312
Vigilante,1,[9811],['Fred Williamson'],23587
A Little Romance,1,[9805],['Sally Kellerman'],20813
BUtterfield 8,1,[90520],['Susan Oliver'],23724
Our Man Flint,1,[7074],['Peter Brocco'],23728
Curious George 2: Follow That Monkey!,1,[15661],['Clint Howard'],23903
Clash by Night,1,[15953],['Keith Andes'],24003
O. Henry's Full House,1,[12310],['Warren Stevens'],24006
"Oh, God!",1,[9596],['Jeff Corey'],24032
Bedlam,1,[2782],['Ian Wolfe'],24111
How to Eat Fried Worms,1,[15661],['Clint Howard'],24115
One-Eyed Monster,1,[16119],['Charles Napier'],24133
Ellis in Glamourland,1,[13637],['Joan Collins'],24199
"Now You See Him, Now You Don't",1,[8499],['William Windom'],24236
Old Yeller,1,[15983],['Beverly Washburn'],22660
Mickey's House of Villains,1,[5247],['John Fiedler'],22643
Anne of the Thousand Days,1,[15765],['John Colicos'],22522
Angel and the Badman,1,[8496],['Paul Fix'],22356
Ilsa: She Wolf of the SS,1,[52611],['Dyanne Thorne'],20850
Detective Story,1,[15650],['Michael Strong'],20853
House of Bamboo,1,[41719],['Biff Elliot'],20942
Revenge of the Nerds IV: Nerds In Love,1,[16060],['Brian Tochi'],21029
"No Deposit, No Return",1,[14069],['Vic Tayback'],21147
The Blue Gardenia,1,[15942],['Celia Lovsky'],21594
I Wake Up Screaming,1,[3339],['Elisha Cook Jr.'],21600
The Fallen Idol,1,[10925],['Torin Thatcher'],21631
Annie: A Royal Adventure,1,[13637],['Joan Collins'],21780
The Great Santini,1,[15650],['Michael Strong'],21887
Trouble Man,1,[16030],['William Smithers'],21949
Black Caesar,1,[9811],['Fred Williamson'],22029
Foxy Brown,1,[5695],['Sid Haig'],22048
Telefon,1,[12298],['Roy Jenson'],22090
Hard Times,1,[15753],['Jill Ireland'],22094
The Heart Is a Lonely Hunter,1,[88451],['Percy Rodriguez'],22176
Hangmen Also Die!,1,[24826],['John Abbott'],22178
Gunfight at the O.K. Corral,1,[13786],['Whit Bissell'],22201
Quel maledetto treno blindato,1,[9811],['Fred Williamson'],22311
The Apple Dumpling Gang Rides Again,1,[15693],['John Crawford'],22328
The Big Combo,1,[14508],['John Hoyt'],22342
Abilene Town,1,[16055],['Richard Hale'],22349
American Empire,1,[10161],['Richard Webb'],22354
Frogs,1,[39770],['Adam Roarke'],18274
Reds,1,[2782],['Ian Wolfe'],18254
The Proposal,1,[1579760],['Mary Linda Rapelye'],18240
Great Expectations,1,[10925],['Torin Thatcher'],14320
Kronk's New Groove,1,[5247],['John Fiedler'],13417
Magnificent Obsession,1,[16071],['Gregg Palmer'],13457
The Changeling,1,[15765],['John Colicos'],13550
Better Off Dead...,1,[15655],['Kim Darby'],13667
Pooh's Heffalump Movie,1,[5247],['John Fiedler'],13682
Piglet's Big Movie,1,[5247],['John Fiedler'],13691
Gung Ho,1,[15661],['Clint Howard'],13698
Winnie the Pooh: A Very Merry Pooh Year,1,[5247],['John Fiedler'],13706
Black Friday,1,[8496],['Paul Fix'],13784
"Hello, Dolly!",1,[16106],['David Hurst'],14030
Revenge of the Nerds,1,[16060],['Brian Tochi'],14052
Death Wish 2,1,[15753],['Jill Ireland'],14373
Pooh's Heffalump Halloween Movie,1,[5247],['John Fiedler'],14885
The Manchurian Candidate,1,[16119],['Charles Napier'],14462
Winchester '73,1,[15978],['Charles Drake'],14551
The Cheap Detective,1,[14069],['Vic Tayback'],14584
After the Thin Man,1,[8496],['Paul Fix'],14588
Hold That Ghost,1,[8496],['Paul Fix'],14604
The Ghost Breakers,1,[8496],['Paul Fix'],14605
The Ultimate Gift,1,[16108],['Lee Meriwether'],14624
The Killers,1,[9596],['Jeff Corey'],14638
Sharky's Machine,1,[5247],['John Fiedler'],14664
Hawaii,1,[13871],['Lou Antonio'],14689
The Wind and the Lion,1,[12298],['Roy Jenson'],14815
The Ghost & Mr. Chicken,1,[16017],['Skip Homeier'],13343
Split Second,1,[6451],['Michael J. Pollard'],13006
She's Having a Baby,1,[8499],['William Windom'],12714
That Touch of Mink,1,[5247],['John Fiedler'],12708
The Emperor's New Groove,1,[5247],['John Fiedler'],11688
Harvey,1,[15978],['Charles Drake'],11787
Jade,1,[16659],['Bobby Bass'],11863
Barb Wire,1,[15661],['Clint Howard'],11867
Miracle on 34th Street,1,[9596],['Jeff Corey'],11881
Robin Hood,1,[5247],['John Fiedler'],11886
Throw Momma from the Train,1,[7074],['Peter Brocco'],11896
How the West Was Won,1,[16016],['David Brian'],11897
Cannonball Run II,1,[1793],['Ricardo Montalban'],11950
Police Academy 3: Back in Training,1,[16060],['Brian Tochi'],12118
The Missing,1,[15661],['Clint Howard'],12146
Heaven Can Wait,1,[84325],['Ed Peck'],12185
Four Christmases,1,[16052],['Jack Donner'],12193
Casino Royale,1,[16021],['Barbara Bouchet'],12208
One Hundred and One Dalmatians,1,[16063],['David Frankham'],12230
The Pink Panther Strikes Again,1,[14256],['Dick Crockett'],12268
Spy Kids 3-D: Game Over,1,[1793],['Ricardo Montalban'],12279
Home Alone 4,1,[15746],['Barbara Babcock'],12536
The Shootist,1,[16071],['Gregg Palmer'],12584
Guns of the Magnificent Seven,1,[16074],['Michael Ansara'],12625
Brotherhood of Blood,1,[5695],['Sid Haig'],12682
BloodRayne: The Third Reich,1,[15661],['Clint Howard'],12685
Critters 3,1,[16070],['Bill Zuckert'],12702
Farm House,1,[16052],['Jack Donner'],14866
Pooh's Grand Adventure: The Search for Christopher Robin,1,[5247],['John Fiedler'],14903
The Grifters,1,[16119],['Charles Napier'],18129
Green Lantern: First Flight,1,[15992],['William Schallert'],17445
Winnie the Pooh: Springtime with Roo,1,[5247],['John Fiedler'],16394
Captains Courageous,1,[1214919],['Gil Perkins'],16515
Zebra Force,1,[16004],['Anthony Caruso'],16532
This Gun for Hire,1,[10161],['Richard Webb'],16703
Captain Blood,1,[101742],['Leonard Mudie'],16905
The Asphalt Jungle,1,[16004],['Anthony Caruso'],16958
Any Which Way You Can,1,[12298],['Roy Jenson'],17169
Behind the Planet of the Apes,1,[1793],['Ricardo Montalban'],17244
Mulberry Street,1,[14508],['John Hoyt'],17245
Gigi,1,[24826],['John Abbott'],17281
Loverboy,1,[14069],['Vic Tayback'],17362
The Adventures of Sherlock Holmes,1,[101742],['Leonard Mudie'],17481
Miami Blues,1,[16119],['Charles Napier'],14931
Unlawful Entry,1,[153606],['Victor Brandt'],17494
Rooster Cogburn,1,[15721],['Jon Lormer'],17538
Ice Station Zebra,1,[126903],['Joseph Bernard'],17657
4 for Texas,1,[135066],['Abraham Sofaer'],17691
The Glenn Miller Story,1,[15978],['Charles Drake'],17729
The Letter,1,[101742],['Leonard Mudie'],17801
Virginia City,1,[8496],['Paul Fix'],17836
The Raven,1,[2782],['Ian Wolfe'],17907
Swamp Thing,1,[82507],['Dick Durock'],17918
Midnight Madness,1,[5247],['John Fiedler'],17971
Leprechaun 2,1,[15661],['Clint Howard'],18009
Johnny Got His Gun,1,[7074],['Peter Brocco'],16328
Sullivan's Travels,1,[10161],['Richard Webb'],16305
Creepshow,1,[15721],['Jon Lormer'],16281
Girls Just Want to Have Fun,1,[13869],['Morgan Woodward'],16263
Fire and Ice,1,[15999],['Steve Sandor'],15035
Charlotte's Web,1,[16059],['Pamelyn Ferdin'],15171
McLintock!,1,[12295],['Perry Lopez'],15263
Tall in the Saddle,1,[8496],['Paul Fix'],15264
The Fighting Kentuckian,1,[8496],['Paul Fix'],15266
A Boy Named Charlie Brown,1,[16059],['Pamelyn Ferdin'],15374
"Murder, Inc.",1,[126903],['Joseph Bernard'],15375
The Abdication,1,[16085],['Michael Dunn'],15478
The 7th Voyage of Sinbad,1,[10925],['Torin Thatcher'],15515
Teen Wolf Too,1,[15655],['Kim Darby'],15582
Back to School,1,[9805],['Sally Kellerman'],15596
Robot Jox,1,[22048],['Robert Sampson'],15618
The Tigger Movie,1,[5247],['John Fiedler'],15655
Girls! Girls! Girls!,1,[78692],['Laurel Goodwin'],15734
Batman & Mr. Freeze: SubZero,1,[16074],['Michael Ansara'],15805
Air Force,1,[15978],['Charles Drake'],15807
The Mummy,1,[101742],['Leonard Mudie'],15849
House on Haunted Hill,1,[3339],['Elisha Cook Jr.'],15856
The Enemy Below,1,[41719],['Biff Elliot'],15876
Marty,1,[15644],['Karen Steele'],15919
The Big Red One,1,[15719],['Charles Macaulay'],16121
Alice Doesn't Live Here Anymore,1,[14069],['Vic Tayback'],16153
The Boys from Brazil,1,[16106],['David Hurst'],16241
Cheyenne Autumn,1,[1793],['Ricardo Montalban'],40630
The Train Robbers,1,[1793],['Ricardo Montalban'],40682
Salute to the Marines,1,[16103],['Keye Luke'],100900
Nashville Girl,1,[15968],['Glenn Corbett'],80656
Bride of the Incredible Hulk,1,[16131],['Mariette Hartley'],79989
Kings of the Sun,1,[1214926],['Rudy Solari'],80027
Red Line 7000,1,[15659],['Marianna Hill'],80046
The Son of Monte Cristo,1,[2782],['Ian Wolfe'],80086
Winnie the Pooh & Christmas Too,1,[5247],['John Fiedler'],80357
Puritan,1,[15956],['David Soul'],80541
Delta Force Commando II: Priority Red One,1,[9811],['Fred Williamson'],80559
Intruder in the Dust,1,[16016],['David Brian'],80572
Rock of Ages,1,[1754177],['Irene Kelly'],80585
Love and Kisses,1,[16119],['Charles Napier'],80626
The Glove,1,[15993],['Michael Pataki'],80638
Missile X - Geheimauftrag Neutronenbombe,1,[15975],['Michael Dante'],80669
Submerged,1,[9811],['Fred Williamson'],79949
Stark Fear,1,[16017],['Skip Homeier'],80687
All the Loving Couples,1,[153675],['Paul Comi'],80772
Away All Boats,1,[15953],['Keith Andes'],80775
Women of the Night,1,[9805],['Sally Kellerman'],80847
The Great Gatsby,1,[3339],['Elisha Cook Jr.'],80890
Oblivion 2: Backlash,1,[15973],['Julie Newmar'],80985
Summer Storm,1,[24826],['John Abbott'],81030
Winnie the Pooh and the Blustery Day,1,[5247],['John Fiedler'],81310
Zuma Beach,1,[153606],['Victor Brandt'],81402
"Taza, Son of Cochise",1,[16071],['Gregg Palmer'],81417
Voice in the Mirror,1,[2652],['Ken Lynch'],81441
The Mini-Skirt Mob,1,[119245],['Sherry Jackson'],79969
Schizoid,1,[15659],['Marianna Hill'],79823
Hotel,1,[15620],['Alfred Ryder'],77553
Dark Intruder,1,[103034],['Gilbert Green'],78411
Young Lady Chatterley,1,[1213151],['Lawrence Montaigne'],77756
The Sandpiper,1,[10925],['Torin Thatcher'],77915
Desire Under the Elms,1,[6838],['Frank Overton'],77960
The Tattered Dress,1,[15992],['William Schallert'],77965
Abby,1,[16028],['William Marshall'],78075
Hell Up In Harlem,1,[9811],['Fred Williamson'],78076
Future Zone,1,[16119],['Charles Napier'],78201
Le jour et l'heure,1,[15972],['Reggie Nalder'],78222
The Cross of Lorraine,1,[24826],['John Abbott'],78315
Murder on the Yellow Brick Road,1,[15988],['Charles Dierkop'],78316
CyberTracker,1,[15998],['Joseph Ruskin'],78375
Manna from Heaven,1,[291],['Frank Gorshin'],78528
Sea Wife,1,[13637],['Joan Collins'],79730
Seven Ways from Sundown,1,[2652],['Ken Lynch'],78550
Sweet Sixteen,1,[15993],['Michael Pataki'],78552
Comanche Territory,1,[15978],['Charles Drake'],79101
Gun for a Coward,1,[30551],['Jeffrey Hunter'],79103
The Venetian Affair,1,[122004],['Roger C. Carmel'],79367
The Helicopter Spies,1,[12298],['Roy Jenson'],79468
The Grissom Gang,1,[15655],['Kim Darby'],79645
Contraband,1,[10925],['Torin Thatcher'],79684
Joshua,1,[9811],['Fred Williamson'],79688
Pirates of Tortuga,1,[1947],['Stanley Adams'],79716
La Route de Salina,1,[15626],"['Robert Walker, Jr.']",79717
The Independent,1,[9811],['Fred Williamson'],81442
Mad Doctor of Blood Island,1,[98241],['Angelique Pettyjohn'],81477
The Toy Box,1,[151679],['Sean Kenney'],81479
Mummy's Boys,1,[1214919],['Gil Perkins'],84454
Three-Cornered Moon,1,[15714],['Joan Marshall'],83767
From Hare To Eternity,1,[291],['Frank Gorshin'],83787
College Confidential,1,[3339],['Elisha Cook Jr.'],83809
Doctor Death: Seeker of Souls,1,[15635],['Stewart Moss'],83875
From Hell It Came,1,[16071],['Gregg Palmer'],84058
"Namu, the Killer Whale",1,[16108],['Lee Meriwether'],84114
"Grandview, U.S.A.",1,[8499],['William Windom'],84116
Bad Girl,1,[8496],['Paul Fix'],84299
Active Stealth,1,[9811],['Fred Williamson'],84315
Not Like Us,1,[15661],['Clint Howard'],84359
Whiplash,1,[117771],['John Harmon'],84365
Le Cirque: A Table in Heaven,1,[13637],['Joan Collins'],84580
Bhowani Junction,1,[135066],['Abraham Sofaer'],81699
The Black Orchid,1,[13786],['Whit Bissell'],84655
Bonnie's Kids,1,[15999],['Steve Sandor'],84658
Captive Wild Woman,1,[8496],['Paul Fix'],84708
Fade-In,1,[1793],['Ricardo Montalban'],84722
The Cat Burglar,1,[16071],['Gregg Palmer'],84766
The Crime Doctor's Courage,1,[16004],['Anthony Caruso'],84790
The Crime Doctor's Warning,1,[24826],['John Abbott'],84792
Dead of Night,1,[3339],['Elisha Cook Jr.'],84898
Somewhere in Sonora,1,[8496],['Paul Fix'],84905
Outlaw Treasure,1,[15781],['Hal Baylor'],85063
Zombie Apocalypse: Redemption,1,[9811],['Fred Williamson'],85133
The Deadly Tower,1,[15628],['Paul Carr'],83723
The Man with a Cloak,1,[16055],['Richard Hale'],83664
Pigskin Parade,1,[3339],['Elisha Cook Jr.'],83633
The Big Caper,1,[14732],['James Gregory'],83578
Come perdere una moglie e trovare un'amante,1,[16021],['Barbara Bouchet'],81835
Trek Nation,1,[1745],['Gene Roddenberry'],81899
Tarzan and the Huntress,1,[129676],['John Warburton'],82053
The Painted Veil,1,[16103],['Keye Luke'],82096
Love Is News,1,[3339],['Elisha Cook Jr.'],82239
Wild River,1,[6838],['Frank Overton'],82311
Custer of the West,1,[30551],['Jeffrey Hunter'],82379
A Christmas Too Many,1,[15661],['Clint Howard'],82616
The Windsor Protocol,1,[15765],['John Colicos'],82665
Los tres mosqueteros,1,[1793],['Ricardo Montalban'],82793
The Brigand of Kandahar,1,[44687],['Katherine Woodville'],82811
The Rack,1,[16125],['Barry Atwater'],82838
Castle Rock ,1,[291],['Frank Gorshin'],82936
Valerie,1,[1947],['Stanley Adams'],82963
Don Juan ou si Don Juan était une femme...,1,[15626],"['Robert Walker, Jr.']",82969
Escape from Fort Bravo,1,[15699],['William Campbell'],83099
Bright Leaf,1,[9596],['Jeff Corey'],83116
Doc,1,[165373],['Michael Witney'],83147
North West Mounted Police,1,[16004],['Anthony Caruso'],83360
Slapstick (Of Another Kind),1,[24826],['John Abbott'],83412
The Granny,1,[126903],['Joseph Bernard'],83414
The Death Squad,1,[121041],['Julie Cobb'],83417
Jungle Street,1,[15753],['Jill Ireland'],83472
The Redhead from Wyoming,1,[16071],['Gregg Palmer'],77645
That's Entertainment! III,1,[1793],['Ricardo Montalban'],77448
No Place to Hide,1,[16131],['Mariette Hartley'],85190
The Groundstar Conspiracy,1,[27126],['Hagan Beggs'],72114
American Grindhouse,1,[9811],['Fred Williamson'],70862
Mimesis,1,[5695],['Sid Haig'],70878
Islands in the Stream,1,[124617],['Richard Evans'],70926
"Silent Night, Deadly Night 5: The Toy Maker",1,[15661],['Clint Howard'],70984
Flat Top,1,[15992],['William Schallert'],71243
Mosby's Marauders,1,[1007561],['Michael Forest'],71264
Breaking Point,1,[15765],['John Colicos'],71320
Fast Food,1,[6451],['Michael J. Pollard'],71847
Stunts,1,[1213153],['Malachi Throne'],71996
The Last Mile,1,[6838],['Frank Overton'],72002
The Ghost of Flight 401,1,[246],['Gary Lockwood'],72111
Yellowstone Kelly,1,[16033],['Rhodes Reason'],72160
All About Evil,1,[16052],['Jack Donner'],70448
Gorilla at Large,1,[12310],['Warren Stevens'],72313
The Story of Pretty Boy Floyd,1,[15655],['Kim Darby'],72322
Partners,1,[16097],['Jay Robinson'],72340
Thunder Over the Plains,1,[3339],['Elisha Cook Jr.'],72471
Carson City,1,[10161],['Richard Webb'],72472
Fort Worth,1,[16016],['David Brian'],72474
Loan Shark,1,[14508],['John Hoyt'],72529
Master of the World,1,[16063],['David Frankham'],72693
Jack and the Beanstalk,1,[9600],['Ted Cassidy'],72762
Make Haste to Live,1,[15942],['Celia Lovsky'],72769
Once You Kiss a Stranger...,1,[13786],['Whit Bissell'],72774
The Sphinx,1,[8496],['Paul Fix'],70787
A Man Called Sledge,1,[161297],['Tony Young'],70387
The Prisoner of Shark Island,1,[8496],['Paul Fix'],77245
Pretty Maids All in a Row,1,[15699],['William Campbell'],69321
The Norliss Tapes,1,[1947],['Stanley Adams'],68133
The Student Prince,1,[14508],['John Hoyt'],68191
The Wrath of God,1,[15765],['John Colicos'],68247
Princess Ida,1,[291],['Frank Gorshin'],68328
Watch on the Rhine,1,[16004],['Anthony Caruso'],68440
The Trail to Hope Rose,1,[12310],['Warren Stevens'],68940
Psychic Killer,1,[13786],['Whit Bissell'],68982
Butterfly Zone: il senso della farfalla,1,[16021],['Barbara Bouchet'],68985
Chrome and Hot Leather,1,[161297],['Tony Young'],69150
Congo Maisie,1,[101742],['Leonard Mudie'],69207
"Happy Birthday, Wanda June",1,[16059],['Pamelyn Ferdin'],69218
A Distant Trumpet,1,[14732],['James Gregory'],69472
Hideout,1,[9596],['Jeff Corey'],70315
Julia Misbehaves,1,[2782],['Ian Wolfe'],69483
Written on the Wind,1,[15992],['William Schallert'],69605
After Midnight with Boston Blackie,1,[117771],['John Harmon'],69685
The Last Mile,1,[8496],['Paul Fix'],69857
The Man Who Loved Women,1,[126903],['Joseph Bernard'],69928
Torpedo Run,1,[178296],['Richard Carlyle'],69977
Grave Secrets: The Legacy of Hilltop Drive,1,[15956],['David Soul'],70046
Machete Maidens Unleashed!,1,[5695],['Sid Haig'],70115
Ghost Ship,1,[16097],['Jay Robinson'],70173
Girls Are for Loving,1,[1563106],['Sheila Leighton'],70235
The Last Crooked Mile,1,[16004],['Anthony Caruso'],70306
The Unfaithful,1,[14508],['John Hoyt'],72847
Johnny Cool,1,[3339],['Elisha Cook Jr.'],72901
Swimming with Dolphins,1,[16131],['Mariette Hartley'],72942
The Happening,1,[15626],"['Robert Walker, Jr.']",76018
Step Down to Terror,1,[15978],['Charles Drake'],74912
Three Violent People,1,[117771],['John Harmon'],75012
Catlow,1,[9596],['Jeff Corey'],75130
Sono fotogenico,1,[16021],['Barbara Bouchet'],75336
The Spy in Black,1,[10925],['Torin Thatcher'],75363
Roller Boogie,1,[15707],['Roger Perry'],75759
The Black Marble,1,[15746],['Barbara Babcock'],75808
The Last Married Couple in America,1,[15635],['Stewart Moss'],75891
Ballistic,1,[16119],['Charles Napier'],75899
Twilight's Last Gleaming,1,[16028],['William Marshall'],75938
Kotch,1,[41719],['Biff Elliot'],76002
Falling from the Sky: Flight 174,1,[16131],['Mariette Hartley'],76036
Mari del sud,1,[16021],['Barbara Bouchet'],73074
Poor Cow,1,[84360],['Anna Karen'],76072
Thunder Over Arizona,1,[16017],['Skip Homeier'],76152
Phone Call from a Stranger,1,[12310],['Warren Stevens'],76229
Santa Fe Passage,1,[16004],['Anthony Caruso'],76276
Ski Party,1,[16102],['Yvonne Craig'],76286
Zoot Suit,1,[84325],['Ed Peck'],76397
Winnie the Pooh: A Valentine for You,1,[5247],['John Fiedler'],76669
Wacko,1,[16119],['Charles Napier'],76681
No Man is an Island,1,[30551],['Jeffrey Hunter'],76814
Games,1,[2782],['Ian Wolfe'],76875
Thunder on the Hill,1,[24826],['John Abbott'],77066
The Square Ring,1,[13637],['Joan Collins'],74772
Attack of the 50 Ft. Woman,1,[8499],['William Windom'],74629
Indio 2 - La rivolta,1,[16119],['Charles Napier'],74594
Find the Blackmailer,1,[117771],['John Harmon'],74548
Wreckage,1,[15707],['Roger Perry'],73085
The Hanoi Hilton,1,[15956],['David Soul'],73091
Heart Of Dixie,1,[15746],['Barbara Babcock'],73249
Supervan,1,[13869],['Morgan Woodward'],73273
No Questions Asked,1,[82510],['Michael Dugan'],73313
Phobia,1,[15765],['John Colicos'],73354
Government Girl,1,[2782],['Ian Wolfe'],73430
A Plumm Summer,1,[15661],['Clint Howard'],73501
Outside the Wall,1,[14508],['John Hoyt'],73550
The Threat,1,[16004],['Anthony Caruso'],73595
"La moglie in vacanza, l'amante in città",1,[16021],['Barbara Bouchet'],73620
Hysterical,1,[15973],['Julie Newmar'],73626
Follow the Boys,1,[15707],['Roger Perry'],73862
Ride to Hangman's Tree,1,[84325],['Ed Peck'],73902
Creature,1,[5695],['Sid Haig'],73963
"Valdez, il mezzosangue",1,[15753],['Jill Ireland'],73984
Demon Under Glass,1,[16052],['Jack Donner'],74019
The Raid,1,[15992],['William Schallert'],74074
The Invisible Avenger,1,[15772],['Richard Derr'],74315
The Scarlet Hour,1,[14732],['James Gregory'],74422
Thumb Tripping,1,[15659],['Marianna Hill'],74430
"Sleep, My Love",1,[16103],['Keye Luke'],74525
The Saint In London,1,[24826],['John Abbott'],74545
Open House,1,[151695],['Johnny Haymer'],85157
Scream,1,[16071],['Gregg Palmer'],85191
Operation Pacific,1,[15699],['William Campbell'],40683
Twilight of the Ice Nymphs,1,[291],['Frank Gorshin'],94653
Hot Resort,1,[291],['Frank Gorshin'],93935
La congiuntura,1,[13637],['Joan Collins'],94136
"Sweet Jesus, Preacherman",1,[15993],['Michael Pataki'],94248
"Tall, Dark and Handsome",1,[16004],['Anthony Caruso'],94251
Morbo,1,[6451],['Michael J. Pollard'],94409
The Lost Missile,1,[16126],['Phillip Pine'],94480
Flatbed Annie & Sweetie Pie: Lady Truckers,1,[15655],['Kim Darby'],94482
The Badlanders,1,[16004],['Anthony Caruso'],94533
The Christine Jorgensen Story,1,[16059],['Pamelyn Ferdin'],94551
Santee,1,[19107],['Harry Townes'],94561
Dreamboat,1,[30551],['Jeffrey Hunter'],94618
The Doll Squad,1,[16074],['Michael Ansara'],94752
Seven Women from Hell,1,[16102],['Yvonne Craig'],93767
The Hard Ride,1,[41719],['Biff Elliot'],95028
Fort Massacre,1,[16004],['Anthony Caruso'],95060
Il cacciatore di squali,1,[1007561],['Michael Forest'],95103
Weekend of Terror,1,[2021],['Jane Wyatt'],95107
Nine Lives Are Not Enough,1,[15978],['Charles Drake'],95124
Moonfire,1,[16119],['Charles Napier'],95322
The Wild Pair,1,[246],['Gary Lockwood'],95354
Baby the Rain Must Fall,1,[8496],['Paul Fix'],95548
Lisa,1,[121041],['Julie Cobb'],95730
The Man Behind The Gun,1,[16004],['Anthony Caruso'],95977
I bandoleros della dodicesima ora,1,[1007561],['Michael Forest'],95998
The Hoodlum Priest,1,[16031],['Logan Ramsey'],93892
Jelly,1,[121041],['Julie Cobb'],93251
The Prince Who Was a Thief,1,[9596],['Jeff Corey'],90976
Jericó,1,[15972],['Reggie Nalder'],91807
The Horseplayer,1,[14069],['Vic Tayback'],91138
Battle Circus,1,[15699],['William Campbell'],91245
The Vampire's Ghost,1,[24826],['John Abbott'],91283
The Soul of Nigger Charley,1,[9811],['Fred Williamson'],91284
Man from Del Rio,1,[13786],['Whit Bissell'],91472
Yankee Buccaneer,1,[16074],['Michael Ansara'],91644
Double Crossbones,1,[4076],['Morgan Farley'],91648
Crook's Tour,1,[135066],['Abraham Sofaer'],91650
Speedtrap,1,[13869],['Morgan Woodward'],91655
News Hounds,1,[16004],['Anthony Caruso'],91728
My Brother's Wedding,1,[15978],['Charles Drake'],91735
Canyon Crossroads,1,[16055],['Richard Hale'],91910
Riot in Juvenile Prison,1,[14508],['John Hoyt'],93062
Casey's Shadow,1,[13786],['Whit Bissell'],92264
Dream No Evil,1,[15993],['Michael Pataki'],92319
Pass the Ammo,1,[16031],['Logan Ramsey'],92383
"Mirror, Mirror II: Raven Dance",1,[9805],['Sally Kellerman'],92706
The Maltese Bippy,1,[15973],['Julie Newmar'],92716
Truck Stop Women,1,[15628],['Paul Carr'],92722
The Head Mistress,1,[153606],['Victor Brandt'],92774
Transylvania Twist,1,[16097],['Jay Robinson'],92787
Andy Hardy's Blonde Trouble,1,[16103],['Keye Luke'],92848
Mara Maru,1,[10161],['Richard Webb'],92864
Body Chemistry II: Voice of a Stranger,1,[15661],['Clint Howard'],93058
Three Tough Guys,1,[9811],['Fred Williamson'],96132
Wam Bam Thank You Spaceman,1,[52611],['Dyanne Thorne'],96350
"One Down, Two to Go",1,[9811],['Fred Williamson'],96448
The Navy Comes Through,1,[2021],['Jane Wyatt'],99674
The Actress,1,[2782],['Ian Wolfe'],98364
The Unfinished Dance,1,[1209],['Elinor Donahue'],98578
The Devil's Daughter,1,[2782],['Ian Wolfe'],98903
Pound,1,[15988],['Charles Dierkop'],99069
Girl Trouble,1,[9596],['Jeff Corey'],99212
Get Hep to Love,1,[24826],['John Abbott'],99235
Manila Calling,1,[3339],['Elisha Cook Jr.'],99237
Busses Roar,1,[15978],['Charles Drake'],99324
The Mighty Barnum,1,[2782],['Ian Wolfe'],99472
Mad Bull,1,[3339],['Elisha Cook Jr.'],99551
I Aim at the Stars,1,[13259],['James Daly'],99592
Joe Navidad,1,[30551],['Jeffrey Hunter'],99737
Frogtown II,1,[16119],['Charles Napier'],96469
Moonshine County Express,1,[9596],['Jeff Corey'],99846
The Lincoln Conspiracy,1,[13786],['Whit Bissell'],99850
"Goodnight, Sweet Marilyn",1,[45100],['Garth Pillsbury'],99870
The Oklahoman,1,[16004],['Anthony Caruso'],99886
Confessions of a Nazi Spy,1,[1214919],['Gil Perkins'],99920
Black Gunn,1,[15699],['William Campbell'],100088
Manhunter,1,[246],['Gary Lockwood'],100279
Spy Ship,1,[16103],['Keye Luke'],100443
Terror Is a Man,1,[15772],['Richard Derr'],100661
The Lost Empire,1,[98241],['Angelique Pettyjohn'],100697
The Notorious Lone Wolf,1,[24826],['John Abbott'],100866
Crash Landing,1,[15942],['Celia Lovsky'],98271
First Yank Into Tokyo,1,[16103],['Keye Luke'],98242
The Woman Hunt,1,[5695],['Sid Haig'],98213
Sin in the Suburbs,1,[52611],['Dyanne Thorne'],98167
Liane - Das Mädchen aus dem Urwald,1,[15972],['Reggie Nalder'],96509
Dr. Gillespie's Criminal Case,1,[16103],['Keye Luke'],96655
Gable and Lombard,1,[16051],['Joanne Linville'],96696
The Last Time I Saw Archie,1,[16096],['France Nuyen'],96912
You Belong to Me,1,[9596],['Jeff Corey'],97193
A Yank on the Burma Road,1,[16103],['Keye Luke'],97225
It's Alive!,1,[196562],['Shirley Bonne'],97298
Our Very Own,1,[2021],['Jane Wyatt'],97332
Lost Horizon,1,[9805],['Sally Kellerman'],97519
The Remarkable Andrew,1,[10161],['Richard Webb'],97590
