Movie,count,guest_ids,guest_names,movie_id
A Close Call for Boston Blackie,2,"[29579, 3163]","['Charles Lane', 'George E. Stone']",69682
Secret Service of the Air,2,"[1239954, 5737]","[""Pat O'Malley"", 'Raymond Bailey']",193688
A Close Call for Ellery Queen,2,"[29579, 103503]","['Charles Lane', 'Milton Parsons']",69683
After Midnight with Boston Blackie,2,"[3163, 117771]","['George E. Stone', 'John Harmon']",69685
Mister Cory,2,"[114957, 83149]","['William Reynolds', 'Willis Bouchey']",118990
Citizen Kane,2,"[11027, 11025]","['Everett Sloane', 'Agnes Moorehead']",15
Blonde Ransom,2,"[14452, 2782]","['Jerome Cowan', 'Ian Wolfe']",380613
The Final Hour,2,"[31353, 112722]","['Sheldon Allman', 'Ross Elliott']",418066
The Princess and the Pirate,2,"[33007, 93624]","['Robert Warwick', 'Ray Teal']",30506
Mulan,2,"[15098, 1752]","['June Foray', 'George Takei']",10674
The Dream Makers,2,"[18643, 41230]","['James Franciscus', 'John Astin']",446122
Angel on My Shoulder,2,"[138179, 5950]","['Murray Matheson', 'Seymour Cassel']",402588
Merrill's Marauders,2,"[4307, 14508]","['Claude Akins', 'John Hoyt']",35392
The Street Is My Beat,2,"[179370, 117771]","['Susan Cummings', 'John Harmon']",445898
"Baby, Baby, Baby",2,"[1748, 9599]","['William Shatner', 'Cloris Leachman']",365451
Abraham's Sacrifice,2,"[51763, 83987]","['Ross Martin', 'Beverly Garland']",402580
When Worlds Collide,2,"[14508, 40623]","['John Hoyt', 'Hayden Rorke']",16380
The Uninvited,2,"[120173, 6933]","['Moyna MacGill', 'Alan Napier']",16373
Charade,2,"[18870, 5563]","['Ned Glass', 'James Coburn']",4808
Kismet,2,"[21877, 31844]","['Sebastian Cabot', 'Ann Blyth']",4822
Escape from Red Rock,2,"[112935, 99754]","['Nesdon Booth', 'William Phipps']",325103
Guys and Dolls,2,"[3163, 46711]","['George E. Stone', 'Robert Keith']",4825
Lo sbarco di Anzio,2,"[12313, 2314]","['Earl Holliman', 'Peter Falk']",35284
Blacula,2,"[151528, 86138]","['Logan Field', 'Thalmus Rasulala']",30566
Mame,2,"[14108, 1943]","['Joyce Van Patten', 'John McGiver']",35275
The Rounders,2,"[30512, 6462]","['Edgar Buchanan', 'Denver Pyle']",24790
Don Winslow of the Navy,2,"[34609, 93624]","['Paul Bryar', 'Ray Teal']",380612
Magnificent Roughnecks,2,"[2672, 1937]","['Jack Carson', 'Mickey Rooney']",445716
Alcatraz: The Whole Shocking Story,2,"[40176, 10169]","['Art Carney', 'Telly Savalas']",325242
Johnny Got His Gun,2,"[7074, 1215925]","['Peter Brocco', 'Marsha Hunt']",16328
Creepshow,2,"[6839, 15721]","['Fritz Weaver', 'Jon Lormer']",16281
The Enforcer,2,"[15693, 14786]","['John Crawford', 'John Mitchum']",10649
Mr. Deeds Goes to Town,2,"[29579, 34748]","['Charles Lane', 'Douglass Dumbrille']",24807
Riding Through Nevada,2,"[95274, 50971]","['Clancy Cooper', 'Arthur Hunnicutt']",446158
The Dummy Talks,2,"[102746, 101851]","['Leslie Bradley', 'Barry Morse']",365882
Hearts of Darkness: A Filmmaker's Apocalypse,2,"[2778, 3087]","['Dennis Hopper', 'Robert Duvall']",4539
Creature with the Atom Brain,2,"[131272, 82750]","['S. John Launer', 'Larry J. Blake']",35919
Guns of the Magnificent Seven,2,"[19217, 6577]","['Frank Silvera', 'James Whitmore']",12625
The Giant Claw,2,"[12351, 98451]","['Jeff Morrow', 'Morgan Jones']",36089
The Outlaw Josey Wales,2,"[14786, 40381]","['John Mitchum', 'Joyce Jameson']",10747
Return of the Seven,2,"[8255, 4307]","['Warren Oates', 'Claude Akins']",12639
Desk Set,2,"[70985, 13568]","['Gig Young', 'Joan Blondell']",24203
Tombstone: The Town too Tough to Die,2,"[30512, 136895]","['Edgar Buchanan', 'Clem Bevans']",366267
The Verdict,2,"[5251, 2651]","['Jack Warden', 'Edward Binns']",24226
Looney Tunes: Back in Action,2,"[34597, 2081]","['Kevin McCarthy', 'George Murdock']",10715
"Now You See Him, Now You Don't",2,"[23586, 8499]","['Joe Flynn', 'William Windom']",24236
Scary Movie 4,2,"[9599, 9599]","['Cloris Leachman', 'Cloris Leachman']",4257
Titanic,2,"[32923, 5403]","['Brian Aherne', 'Richard Basehart']",16535
Dead & Buried,2,"[3461, 15993]","['Jack Albertson', 'Michael Pataki']",24274
The Defector,2,"[7505, 15744]","['Roddy McDowall', 'David Opatoshu']",4529
Minnie and Moskowitz,2,"[3014, 5950]","['Val Avery', 'Seymour Cassel']",24349
The Brink's Job,2,"[8255, 2314]","['Warren Oates', 'Peter Falk']",24429
Dr. Shagetz,2,"[29313, 6805]","['Dean Jagger', 'Dabbs Greer']",446297
Wicked Stepmother,2,"[1228203, 5950]","['Susie Garrett', 'Seymour Cassel']",35826
Decision Before Dawn,2,"[10608, 5403]","['Gary Merrill', 'Richard Basehart']",4461
Diplomatic Courier,2,"[4960, 18391]","['Charles Bronson', 'Lee Marvin']",4462
To Hell and Back,2,"[97145, 6462]","['Paul Langton', 'Denver Pyle']",16514
She's Having a Baby,2,"[26044, 8499]","['Bill Erwin', 'William Windom']",12714
Comedy Central Roast of Bob Saget,2,"[7167, 9599]","['Don Rickles', 'Cloris Leachman']",324173
Slaughterhouse-Five,2,"[82863, 91971]","['John Dehner', 'Friedrich von Ledebur']",24559
100 Years of Horror: The Count and Company,2,"[8516, 56444]","['John Carradine', 'Robert Cornthwaite']",30461
Road House,2,"[46617, 93624]","['Ida Lupino', 'Ray Teal']",30624
Magnum Force,2,"[103716, 14786]","['Christine White', 'John Mitchum']",10648
Death Wish 3,2,"[1936, 4960]","['Martin Balsam', 'Charles Bronson']",24873
Nell Gwyn,2,"[135066, 99461]","['Abraham Sofaer', 'Cedric Hardwicke']",328295
Bye Bye Birdie,2,"[78776, 91707]","['Milton Frome', 'Mary LaRoche']",25167
The Legend of Earl Durand,2,"[12692, 4966]","['Albert Salmi', 'Keenan Wynn']",444406
Il silenzio dei prosciutti,2,"[1936, 41230]","['Martin Balsam', 'John Astin']",10450
Naked Alibi,2,"[19219, 85409]","['Fay Roope', 'Max Showalter']",28560
Calling All Husbands,2,"[34419, 136895]","['Ernest Truex', 'Clem Bevans']",338872
Henry Aldrich's Little Secret,2,"[96722, 120052]","['Byron Foulger', 'Jimmy Lydon']",338863
Count the Hours,2,"[4965, 112008]","['Jack Elam', 'John Craven']",34146
The Shaggy D.A.,2,"[4966, 5247]","['Keenan Wynn', 'John Fiedler']",15943
A Killing Affair,2,"[43975, 923]","['Elizabeth Montgomery', 'Dean Stockwell']",5526
Marty,2,"[78937, 98796]","['Joe Mantell', 'Frank Sutton']",15919
I Bury the Living,2,"[119381, 6609]","['Howard Smith', 'Theodore Bikel']",34084
The Gumball Rally,2,"[3641, 22602]","['Vaughn Taylor', ""J. Pat O'Malley""]",25305
Monster on the Campus,2,"[1213238, 112722]","['Hank Patterson', 'Ross Elliott']",34593
Air Patrol,2,"[98458, 34748]","['Russ Bender', 'Douglass Dumbrille']",422130
The Enemy Below,2,"[40203, 6609]","['Russell Collins', 'Theodore Bikel']",15876
Lucky Me,2,"[7125, 40623]","['Robert Cummings', 'Hayden Rorke']",34018
Moon Over Parador,2,"[47773, 13593]","['Paul Mazursky', 'Jonathan Winters']",34014
The Captain's Kid,2,"[3163, 144370]","['George E. Stone', ""Anne O'Neal""]",328356
Trancers,2,"[1324777, 9110]","['Barbara Perry', 'Richard Erdman']",5677
Air Force,2,"[70985, 3262]","['Gig Young', 'James Flavin']",15807
Rhythm of the Islands,2,"[34419, 14966]","['Ernest Truex', 'Andy Devine']",391527
The Ghost of Crossbones Canyon,2,"[97257, 14966]","['Marjorie Bennett', 'Andy Devine']",442999
The Heist,2,"[44846, 14834]","['Howard Duff', 'Cliff Osmond']",5690
Ace in the Hole,2,"[100944, 93624]","['Ralph Moody', 'Ray Teal']",25364
Little Tough Guys in Society,2,"[170804, 1263061]","['Peggy Stewart', 'William Benedict']",356281
Fuzz,2,"[14062, 726]","['Don Gordon', 'Jack Weston']",4986
Run of the Arrow,2,"[19435, 4960]","['H.M. Wynant', 'Charles Bronson']",35001
Butterfly,2,"[18643, 89043]","['James Franciscus', 'Lois Nettleton']",34697
Psycho II,2,"[7303, 31266]","['Vera Miles', 'Claudia Bryar']",10576
Prancer,2,"[9599, 14884]","['Cloris Leachman', 'Michael Constantine']",24951
Kiss Me Kate,2,"[4966, 6577]","['Keenan Wynn', 'James Whitmore']",34857
Day of the Badman,2,"[4078, 30512]","['Lee Van Cleef', 'Edgar Buchanan']",445341
Dark Passage,2,"[11025, 95274]","['Agnes Moorehead', 'Clancy Cooper']",16227
The Best of Times,2,"[1107, 6463]","['R.G. Armstrong', 'Dub Taylor']",30653
The Bachelor and the Bobby-Soxer,2,"[85359, 41756]","['Dan Tobin', 'Robert Bray']",27437
Sundown: The Vampire in Retreat,2,"[79739, 6805]","['Morgan Brittany', 'Dabbs Greer']",16159
La Classe Américaine,2,"[4960, 4135]","['Charles Bronson', 'Robert Redford']",16130
The Hell with Heroes,2,"[8229, 34597]","['Rod Taylor', 'Kevin McCarthy']",339678
They Call Me Mister Tibbs!,2,"[2641, 51348]","['Martin Landau', 'David Sheiner']",34732
The Egyptian,2,"[8516, 106102]","['John Carradine', 'Henry Corden']",24973
Young Man with a Horn,2,"[14452, 95563]","['Jerome Cowan', 'Walter Reed']",34623
The Delta Force,2,"[1936, 18391]","['Martin Balsam', 'Lee Marvin']",16113
Rookies on Parade,2,"[78773, 21510]","['Horace McMahon', 'William Demarest']",391119
The Steel Fist,2,"[96722, 7505]","['Byron Foulger', 'Roddy McDowall']",356176
The Last Frontier,2,"[40203, 6577]","['Russell Collins', 'James Whitmore']",4938
The Four Seasons,2,"[726, 14837]","['Jack Weston', 'Carol Burnett']",25113
Pillow Talk,2,"[15992, 40623]","['William Schallert', 'Hayden Rorke']",4952
Victory at Entebbe,2,"[6609, 51348]","['Theodore Bikel', 'David Sheiner']",30673
Charlie Chan at the Olympics,2,"[96701, 33178]","['John Eldredge', 'George Chandler']",25148
White Lightning,2,"[34609, 4078]","['Paul Bryar', 'Lee Van Cleef']",421284
Twelve Hours to Kill,2,"[96722, 71146]","['Byron Foulger', 'Ted Knight']",326826
Drive a Crooked Road,2,"[34597, 1937]","['Kevin McCarthy', 'Mickey Rooney']",34652
Beware of Blondie,2,"[34448, 34178]","['Dick Wessel', 'Penny Singleton']",3987
Blondie's Big Deal,2,"[14452, 34178]","['Jerome Cowan', 'Penny Singleton']",3986
The Crooked Way,2,"[117771, 2101]","['John Harmon', 'Percy Helton']",37482
Beyond the Sacramento,2,"[18870, 6463]","['Ned Glass', 'Dub Taylor']",417970
Lady on a Train,2,"[64212, 105571]","['Dan Duryea', 'Jacqueline deWit']",30022
Sirocco,2,"[11027, 34405]","['Everett Sloane', 'Ludwig Donath']",30025
Will Success Spoil Rock Hunter?,2,"[5732, 13568]","['Henry Jones', 'Joan Blondell']",37124
The Princess Comes Across,2,"[33178, 34748]","['George Chandler', 'Douglass Dumbrille']",31879
The Woman Inside,2,"[89524, 13568]","['Dane Clark', 'Joan Blondell']",368401
Walking After Midnight,2,"[12422, 5563]","['Dennis Weaver', 'James Coburn']",319064
The Daltons Ride Again,2,"[18646, 34748]","['Thomas Gomez', 'Douglass Dumbrille']",450128
Behind the Planet of the Apes,2,"[7505, 18648]","['Roddy McDowall', 'Natalie Trundy']",17244
The Set-Up,2,"[16126, 2101]","['Phillip Pine', 'Percy Helton']",17218
Mad Dog Coll,2,"[10169, 32785]","['Telly Savalas', 'Brooke Hayward']",3556
Murder at the World Series,2,"[8608, 9872]","['Murray Hamilton', 'Joseph Wiseman']",449987
Helter Skelter,2,"[99725, 127610]","['Read Morgan', 'Linden Chiles']",17200
Courtin' Trouble,2,"[138091, 6463]","['House Peters Jr.', 'Dub Taylor']",342267
The Beat Generation,2,"[78792, 15992]","['Steve Cochran', 'William Schallert']",37066
All Through the Night,2,"[83478, 21510]","['Kaaren Verne', 'William Demarest']",37036
The Woman in the Window,2,"[64212, 144370]","['Dan Duryea', ""Anne O'Neal""]",17136
The Prince and the Pauper,2,"[33007, 2782]","['Robert Warwick', 'Ian Wolfe']",37025
Savannah Smiles,2,"[94764, 57968]","['Philip Abbott', 'Mark Miller']",17132
Reign of Terror,2,"[7125, 5403]","['Robert Cummings', 'Richard Basehart']",27635
99 River Street,2,"[3343, 2782]","['Jay Adler', 'Ian Wolfe']",36949
Like Father Like Son,2,"[84324, 54123]","['Maxine Stuart', ""Patrick O'Neal""]",36914
The Racket Man,2,"[1239954, 14796]","[""Pat O'Malley"", 'Jeanne Bates']",388455
Fort Osage,2,"[99754, 3346]","['William Phipps', 'Dorothy Adams']",319333
Things to Come,2,"[135066, 99461]","['Abraham Sofaer', 'Cedric Hardwicke']",3596
Flash Gordon: The Greatest Adventure of All,2,"[15949, 15744]","['Vic Perrin', 'David Opatoshu']",3679
The Glass Web,2,"[98503, 101479]","['Hugh Sanders', 'Jean Willes']",37183
The Undercover Woman,2,"[82863, 82750]","['John Dehner', 'Larry J. Blake']",450491
Queen of Blood,2,"[98516, 2778]","['Florence Marly', 'Dennis Hopper']",27642
The Glory Guys,2,"[2645, 1007561]","['Adam Williams', 'Michael Forest']",37377
Rita Hayworth: The Love Goddess,2,"[74763, 47759]","['John Considine', 'James T. Callahan']",354742
Holiday Affair,2,"[34609, 85042]","['Paul Bryar', 'Phyllis Thaxter']",315088
Ice Station Zebra,2,"[18709, 126903]","['Ron Masak', 'Joseph Bernard']",17657
Bonanza: The Next Generation,2,"[6805, 13401]","['Dabbs Greer', 'Peter Mark Richman']",369423
Easy Rider: Shaking the Cage,2,"[2778, 5950]","['Dennis Hopper', 'Seymour Cassel']",343156
World in My Corner,2,"[12351, 53010]","['Jeff Morrow', 'John McIntire']",354844
Buy Me That Town,2,"[78773, 29579]","['Horace McMahon', 'Charles Lane']",387966
Deep Space,2,"[15973, 1007561]","['Julie Newmar', 'Michael Forest']",27662
"Silent Night, Bloody Night",2,"[8516, 54123]","['John Carradine', ""Patrick O'Neal""]",29852
The Big Country,2,"[7505, 3346]","['Roddy McDowall', 'Dorothy Adams']",12501
Winner Take All,2,"[14108, 13568]","['Joyce Van Patten', 'Joan Blondell']",342808
The Searchers,2,"[7303, 30559]","['Vera Miles', 'Pippa Scott']",3114
High Anxiety,2,"[9599, 27517]","['Cloris Leachman', 'Howard Morris']",12535
Midnight Cowboy,2,"[8493, 1943]","['Ruth White', 'John McGiver']",3116
Nashville,2,"[4966, 30610]","['Keenan Wynn', 'Barbara Baxley']",3121
Herbie Rides Again,2,"[53010, 4966]","['John McIntire', 'Keenan Wynn']",10869
Around the World in 80 Days,2,"[7505, 5250]","['Roddy McDowall', 'Jack Klugman']",29924
The Fighter,2,"[3090, 19217]","['Richard Conte', 'Frank Silvera']",316845
Canyon Passage,2,"[14966, 13578]","['Andy Devine', 'Dana Andrews']",37309
Blood on the Moon,2,"[85042, 41756]","['Phyllis Thaxter', 'Robert Bray']",29966
Hawmps!,2,"[4965, 6462]","['Jack Elam', 'Denver Pyle']",23380
Bambi,2,"[31702, 34759]","['Hardie Albright', 'Sterling Holloway']",3170
The Swordsman,2,"[30512, 14564]","['Edgar Buchanan', 'George Macready']",342670
The Graduate,2,"[8608, 94402]","['Murray Hamilton', 'Walter Brooke']",37247
Not of This Earth,2,"[83987, 98451]","['Beverly Garland', 'Morgan Jones']",27623
The Lady from Shanghai,2,"[2097, 11027]","['Ted de Corsia', 'Everett Sloane']",3766
A Connecticut Yankee in King Arthur's Court,2,"[6933, 99461]","['Alan Napier', 'Cedric Hardwicke']",36848
Deep Waters,2,"[923, 13578]","['Dean Stockwell', 'Dana Andrews']",36336
Panic in Year Zero!,2,"[98458, 83149]","['Russ Bender', 'Willis Bouchey']",27568
The Mad Doctor of Market Street,2,"[96701, 31702]","['John Eldredge', 'Hardie Albright']",36456
How William Shatner Changed The World,2,"[1748, 1752]","['William Shatner', 'George Takei']",24067
The Face of Fear,2,"[5251, 89524]","['Jack Warden', 'Dane Clark']",367733
Flamingo Road,2,"[82750, 8632]","['Larry J. Blake', 'Fred Clark']",27563
Harvard Here I Come,2,"[96722, 40212]","['Byron Foulger', 'Dave Willock']",388736
They Drive by Night,2,"[46617, 34448]","['Ida Lupino', 'Dick Wessel']",16933
Devil's Island,2,"[33007, 117771]","['Robert Warwick', 'John Harmon']",30306
Destination Murder,2,"[82863, 3262]","['John Dehner', 'James Flavin']",36338
News Is Made at Night,2,"[29579, 8496]","['Charles Lane', 'Paul Fix']",340899
Life with Blondie,2,"[34419, 34178]","['Ernest Truex', 'Penny Singleton']",3968
Blondie in the Dough,2,"[14452, 34178]","['Jerome Cowan', 'Penny Singleton']",3969
The Asphalt Jungle,2,"[53010, 6577]","['John McIntire', 'James Whitmore']",16958
Deadline - U.S.A.,2,"[12310, 83149]","['Warren Stevens', 'Willis Bouchey']",36334
Western Heritage,2,"[95563, 41756]","['Walter Reed', 'Robert Bray']",322438
Blondie's Anniversary,2,"[14452, 34178]","['Jerome Cowan', 'Penny Singleton']",3970
Dixie Dugan,2,"[96722, 40212]","['Byron Foulger', 'Dave Willock']",322441
Dangerous Crossing,2,"[85409, 83149]","['Max Showalter', 'Willis Bouchey']",36330
Crooks and Coronets,2,"[8255, 10169]","['Warren Oates', 'Telly Savalas']",322460
Laddie,2,"[6159, 47773]","['Ron Howard', 'Paul Mazursky']",322525
Blondie's Holiday,2,"[14452, 34178]","['Jerome Cowan', 'Penny Singleton']",3977
Blondie's Reward,2,"[14452, 34178]","['Jerome Cowan', 'Penny Singleton']",3978
The Company She Keeps,2,"[98963, 14508]","['Irene Tedrow', 'John Hoyt']",27544
Blondie's Secret,2,"[14452, 34178]","['Jerome Cowan', 'Penny Singleton']",3979
Overboard,2,"[7505, 123720]","['Roddy McDowall', 'Bing Russell']",10780
Midnight Lace,2,"[7505, 40623]","['Roddy McDowall', 'Hayden Rorke']",12617
Brushfire,2,"[11027, 12159]","['Everett Sloane', 'Howard Caine']",320544
A Woman's Face,2,"[33007, 87519]","['Robert Warwick', 'Connie Gilchrist']",27622
Gilda,2,"[34405, 14564]","['Ludwig Donath', 'George Macready']",3767
The Street with No Name,2,"[119381, 53010]","['Howard Smith', 'John McIntire']",36814
The Shootist,2,"[6159, 8516]","['Ron Howard', 'John Carradine']",12584
Hollywood Hot Tubs,2,"[99725, 45115]","['Read Morgan', 'Edy Williams']",36808
Our Man Flint,2,"[7074, 5563]","['Peter Brocco', 'James Coburn']",23728
I Confess,2,"[32923, 106102]","['Brian Aherne', 'Henry Corden']",30159
Buck Rogers in the 25th Century,2,"[9872, 158936]","['Joseph Wiseman', ""Tim O'Connor""]",3786
Little Giant,2,"[105571, 33178]","['Jacqueline deWit', 'George Chandler']",36706
The Sleeping City,2,"[3090, 109846]","['Richard Conte', 'Alex Nicol']",36664
Blondie Takes a Vacation,2,"[40212, 34178]","['Dave Willock', 'Penny Singleton']",3930
Noon Wine,2,"[83826, 6609]","['Robert Emhardt', 'Theodore Bikel']",342111
O. Henry's Full House,2,"[14831, 12310]","['David Wayne', 'Warren Stevens']",24006
Bus Stop,2,"[85409, 41756]","['Max Showalter', 'Robert Bray']",24010
"Welcome Home, Johnny Bristol",2,"[2641, 14508]","['Martin Landau', 'John Hoyt']",320922
U-Boat Prisoner,2,"[110204, 93624]","['Trevor Bardette', 'Ray Teal']",388702
The Turning Point of Jim Malloy,2,"[70985, 14508]","['Gig Young', 'John Hoyt']",320923
Blondie Plays Cupid,2,"[29579, 34178]","['Charles Lane', 'Penny Singleton']",3938
Osmosis Jones,2,"[6159, 1748]","['Ron Howard', 'William Shatner']",12610
Plunder Road,2,"[96498, 27734]","['Jeanne Cooper', 'Stafford Repp']",36521
Monkey Business,2,"[12356, 56444]","['Douglas Spencer', 'Robert Cornthwaite']",24008
Hail the Conquering Hero,2,"[33007, 21510]","['Robert Warwick', 'William Demarest']",36498
A Lady Without Passport,2,"[110204, 14564]","['Trevor Bardette', 'George Macready']",30195
The Producers,2,"[47504, 47504]","['Estelle Winwood', 'Estelle Winwood']",30197
Secrets of the Pirate's Inn,2,"[61150, 8496]","['Charles Aidman', 'Paul Fix']",321213
Laugh It Off,2,"[78773, 21510]","['Horace McMahon', 'William Demarest']",422208
The Photographer,2,"[29719, 14575]","['Edward Andrews', 'Barbara Nichols']",30920
Murder at the Mardi Gras,2,"[14831, 14108]","['David Wayne', 'Joyce Van Patten']",422444
Companions in Nightmare,2,"[70985, 54123]","['Gig Young', ""Patrick O'Neal""]",363008
Shadow of the Thin Man,2,"[30783, 10411]","['Loring Smith', 'Barry Nelson']",14590
Another Thin Man,2,"[78773, 103503]","['Horace McMahon', 'Milton Parsons']",14589
After the Thin Man,2,"[8496, 34178]","['Paul Fix', 'Penny Singleton']",14588
W,2,"[2652, 153372]","['Ken Lynch', 'Peter Walker']",333125
Wells Fargo Gunmaster,2,"[95563, 144370]","['Walter Reed', ""Anne O'Neal""]",333173
Beach Blanket Bingo,2,"[7167, 8635]","['Don Rickles', 'Buster Keaton']",26483
Bite the Bullet,2,"[101479, 5563]","['Jean Willes', 'James Coburn']",32617
Babes in Toyland,2,"[5833, 113905]","['Ed Wynn', 'Ann Jillian']",32611
The Fighting Guardsman,2,"[30512, 14564]","['Edgar Buchanan', 'George Macready']",337640
Dirty Work,2,"[5251, 7167]","['Jack Warden', 'Don Rickles']",14577
Adventures of Frank and Jesse James,2,"[138091, 15693]","['House Peters Jr.', 'John Crawford']",333181
The Horror Hall of Fame II,2,"[79739, 1748]","['Morgan Brittany', 'William Shatner']",397662
Deep in the Heart of Texas,2,"[1239954, 89938]","[""Pat O'Malley"", 'Earle Hodgins']",358613
Beyond the Poseidon Adventure,2,"[5251, 10169]","['Jack Warden', 'Telly Savalas']",31638
Passkey to Danger,2,"[96701, 170804]","['John Eldredge', 'Peggy Stewart']",357988
One Exciting Week,2,"[14452, 113952]","['Jerome Cowan', 'Alice Pearce']",357993
Something About Sydney Pollack,2,"[2226, 4135]","['Sydney Pollack', 'Robert Redford']",429142
The Strongest Man in the World,2,"[23586, 14833]","['Joe Flynn', 'Harold Gould']",31654
Rock Island Trail,2,"[3262, 100944]","['James Flavin', 'Ralph Moody']",337602
Death Wish 2,2,"[14507, 4960]","['Paul Lambert', 'Charles Bronson']",14373
Wrong Is Right,2,"[72056, 923]","['George Grizzard', 'Dean Stockwell']",31661
X: The Man with the X-Ray Eyes,2,"[14508, 7167]","['John Hoyt', 'Don Rickles']",32569
A Civil Action,2,"[2226, 3087]","['Sydney Pollack', 'Robert Duvall']",9422
Mystery Ship,2,"[96722, 110204]","['Byron Foulger', 'Trevor Bardette']",358043
The Flame and the Arrow,2,"[87518, 69934]","['Robin Hughes', 'Nick Cravat']",32563
The Killer Elite,2,"[70985, 3087]","['Gig Young', 'Robert Duvall']",31604
Hellfighters,2,"[94550, 7303]","['Jim Hutton', 'Vera Miles']",32726
The Longest Day,2,"[7505, 44998]","['Roddy McDowall', 'Steve Forrest']",9289
Alias Nick Beal,2,"[8632, 14564]","['Fred Clark', 'George Macready']",32887
The Dream Merchants,2,"[44846, 79739]","['Howard Duff', 'Morgan Brittany']",358872
The Terminal Man,2,"[18588, 2782]","['Joan Hackett', 'Ian Wolfe']",32940
Macao,2,"[18646, 14533]","['Thomas Gomez', 'Vladimir Sokoloff']",26282
The Oldest Living Graduate,2,"[72056, 9599]","['George Grizzard', 'Cloris Leachman']",358870
Texas Bad Man,2,"[6462, 30115]","['Denver Pyle', 'Frank Ferguson']",357909
The Last of Sheila,2,"[18588, 5563]","['Joan Hackett', 'James Coburn']",26331
Backfire,2,"[30514, 89524]","['Leonard Strong', 'Dane Clark']",32929
The Clone Master,2,"[16126, 24554]","['Phillip Pine', 'John van Dreelen']",337787
Catchfire,2,"[923, 2778]","['Dean Stockwell', 'Dennis Hopper']",32924
According to Mrs. Hoyle,2,"[34609, 3262]","['Paul Bryar', 'James Flavin']",331993
The Sword in the Stone,2,"[21877, 6933]","['Sebastian Cabot', 'Alan Napier']",9078
The Judge Steps Out,2,"[33178, 2782]","['George Chandler', 'Ian Wolfe']",332079
Stubby Pringle's Christmas,2,"[2651, 8260]","['Edward Binns', 'Strother Martin']",428385
Act of Violence,2,"[85042, 87519]","['Phyllis Thaxter', 'Connie Gilchrist']",32850
High Finance,2,"[46617, 135066]","['Ida Lupino', 'Abraham Sofaer']",400397
Sharky's Machine,2,"[12313, 5247]","['Earl Holliman', 'John Fiedler']",14664
The Killers,2,"[101481, 1357921]","['Virginia Christine', 'Therese Lyon']",14638
"Now, Voyager",2,"[3366, 2782]","['Gladys Cooper', 'Ian Wolfe']",32847
Fury,2,"[33178, 34448]","['George Chandler', 'Dick Wessel']",14615
"Buona Sera, Mrs. Campbell",2,"[4096, 10169]","['Naomi Stevens', 'Telly Savalas']",32831
Man from the Black Hills,2,"[41756, 6462]","['Robert Bray', 'Denver Pyle']",434747
They Made Me a Criminal,2,"[136895, 34448]","['Clem Bevans', 'Dick Wessel']",26378
Out of the Fog,2,"[46617, 14452]","['Ida Lupino', 'Jerome Cowan']",26380
The Ghost Breakers,2,"[3262, 8496]","['James Flavin', 'Paul Fix']",14605
The Falcon and the Snowman,2,"[3798, 14108]","['Pat Hingle', 'Joyce Van Patten']",26578
Gun Smugglers,2,"[33007, 41756]","['Robert Warwick', 'Robert Bray']",398623
Portrait of Jennie,2,"[14831, 30228]","['David Wayne', 'Cecil Kellaway']",32558
The Sword and the Sorcerer,2,"[15998, 2081]","['Joseph Ruskin', 'George Murdock']",13945
The Sea Hornet,2,"[96722, 106101]","['Byron Foulger', 'Tudor Owen']",432386
The Ghosts of Buxley Hall,2,"[82779, 10929]","['Vito Scotti', 'Ruta Lee']",334672
A Death in California,2,"[6839, 16086]","['Fritz Weaver', 'Liam Sullivan']",358086
The Secret War of Harry Frigg,2,"[14732, 82779]","['James Gregory', 'Vito Scotti']",32073
The Scalphunters,2,"[69934, 10169]","['Nick Cravat', 'Telly Savalas']",32068
National Lampoon's Loaded Weapon 1,2,"[1748, 1751]","['William Shatner', 'James Doohan']",9644
Operation Petticoat,2,"[19110, 106506]","['Virginia Gregg', 'Robert F. Simon']",9660
Mary Tyler Moore: A Celebration,2,"[71146, 9599]","['Ted Knight', 'Cloris Leachman']",431502
Race with the Devil,2,"[8255, 1107]","['Warren Oates', 'R.G. Armstrong']",32051
Ritual of Evil,2,"[15387, 59965]","['Wilfrid Hyde-White', 'Diana Hyland']",335034
Night Moves,2,"[2651, 15693]","['Edward Binns', 'John Crawford']",32042
Bandits of the West,2,"[96722, 110204]","['Byron Foulger', 'Trevor Bardette']",335334
The Invisible Informer,2,"[29579, 170804]","['Charles Lane', 'Peggy Stewart']",432813
The Domino Principle,2,"[1214019, 1937]","['Joseph V. Perry', 'Mickey Rooney']",32029
Son of Dracula,2,"[170604, 88906]","['Ben Erway', 'Cyril Delevanti']",32023
The Penalty,2,"[22091, 1215925]","['Robert Sterling', 'Marsha Hunt']",335498
The Outfit,2,"[5732, 3087]","['Henry Jones', 'Robert Duvall']",26762
Dracula's Dog,2,"[152660, 15993]","['Arlene Martel', 'Michael Pataki']",26703
Man with the Gun,2,"[2097, 9866]","['Ted de Corsia', 'James Westerfield']",26758
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,2,"[90298, 15098]","['Lennie Weinrib', 'June Foray']",26730
Frisco Sal,2,"[18646, 14966]","['Thomas Gomez', 'Andy Devine']",336267
Arena - John Cassavetes,2,"[2314, 5950]","['Peter Falk', 'Seymour Cassel']",430042
"The Russians Are Coming, The Russians Are Coming",2,"[13593, 6609]","['Jonathan Winters', 'Theodore Bikel']",31918
